Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
Pseudomonas aeruginosa PAO1-VE13 genome,Pseudomonas aeruginosa PAO1-VE13,202,202,10%,1e-46,96.69,6265484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP006832.1?report=genbank&log$=nucltop&blast_rank=11&RID=0G43SYV1016"",""CP006832.1"")"
"Pseudomonas aeruginosa strain PAO1-VE13 transposon Tc1/himar1, partial sequence",Pseudomonas aeruginosa,202,202,10%,1e-46,96.69,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ209363.1?report=genbank&log$=nucltop&blast_rank=12&RID=0G43SYV1016"",""FJ209363.1"")"
"Klebsiella aerogenes strain Y6 chromosome, complete genome",Klebsiella aerogenes,202,1619,10%,1e-46,96.69,5266224,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP045868.1?report=genbank&log$=nucltop&blast_rank=13&RID=0G43SYV1016"",""CP045868.1"")"
Pseudomonas aeruginosa PAO1-VE2 genome,Pseudomonas aeruginosa PAO1-VE2,202,202,10%,1e-46,96.69,6265484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP006831.1?report=genbank&log$=nucltop&blast_rank=14&RID=0G43SYV1016"",""CP006831.1"")"
"Vector pUCP20T-GLOW-GmR-PnrdJ(PAO1)-E2Crimson, complete sequence",Vector pUCP20T-GLOW-GmR-PnrdJ(PAO1)-E2Crimson,202,202,10%,1e-46,96.69,6789,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/PP445033.1?report=genbank&log$=nucltop&blast_rank=15&RID=0G43SYV1016"",""PP445033.1"")"
"Plasmid pBSL141 cloning vector, complete sequence",Cloning vector pBSL141,202,202,10%,1e-46,96.69,3886,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/U35129.1?report=genbank&log$=nucltop&blast_rank=16&RID=0G43SYV1016"",""U35129.1"")"
"Cloning vector pEXG2, complete sequence",Cloning vector pEXG2,195,195,10%,2e-44,95.87,5084,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM887143.1?report=genbank&log$=nucltop&blast_rank=17&RID=0G43SYV1016"",""KM887143.1"")"
"Cloning vector pHGM01, complete sequence",Cloning vector pHGM01,191,191,9%,3e-43,96.52,10381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OM642557.1?report=genbank&log$=nucltop&blast_rank=18&RID=0G43SYV1016"",""OM642557.1"")"
"Plasmid pBSL142 cloning vector, complete sequence",Cloning vector pBSL142,191,191,9%,3e-43,96.52,4669,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/U35130.1?report=genbank&log$=nucltop&blast_rank=19&RID=0G43SYV1016"",""U35130.1"")"
"Cloning vector pDRIB, complete sequence",Cloning vector pDRIB,183,183,9%,4e-41,96.40,11038,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX993918.1?report=genbank&log$=nucltop&blast_rank=20&RID=0G43SYV1016"",""JX993918.1"")"
"Fusion vector pFRT2-gfp-Tel, complete sequence",Fusion vector pFRT2-gfp-Tel,183,183,9%,4e-41,96.40,6169,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ455409.1?report=genbank&log$=nucltop&blast_rank=21&RID=0G43SYV1016"",""FJ455409.1"")"
"Pseudomonas aeruginosa strain PA14-GFP chromosome, complete genome",Pseudomonas aeruginosa,183,183,9%,4e-41,96.40,6374651,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP141770.1?report=genbank&log$=nucltop&blast_rank=22&RID=0G43SYV1016"",""CP141770.1"")"
"Cloning vector pMM21, complete sequence",Cloning vector pMM21,183,183,9%,4e-41,96.40,4849,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH697725.1?report=genbank&log$=nucltop&blast_rank=23&RID=0G43SYV1016"",""MH697725.1"")"
"Cloning vector pMM22, complete sequence",Cloning vector pMM22,183,183,9%,4e-41,96.40,4849,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH697726.1?report=genbank&log$=nucltop&blast_rank=24&RID=0G43SYV1016"",""MH697726.1"")"
Cloning vector pVZ322 complete sequence,Cloning vector pVZ322,183,183,9%,4e-41,96.40,8390,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF100175.1?report=genbank&log$=nucltop&blast_rank=25&RID=0G43SYV1016"",""AF100175.1"")"
"Vector pFRT2-lacZ-Tel, complete sequence",Vector pFRT2-lacZ-Tel,183,183,9%,4e-41,96.40,8388,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU626140.1?report=genbank&log$=nucltop&blast_rank=26&RID=0G43SYV1016"",""EU626140.1"")"
"Cloning vector pNOV145, complete sequence",Cloning vector pNOV145,183,183,9%,4e-41,96.40,4849,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH697721.1?report=genbank&log$=nucltop&blast_rank=27&RID=0G43SYV1016"",""MH697721.1"")"
Pseudomonas aeruginosa strain CHA chromosome,Pseudomonas aeruginosa,183,183,9%,4e-41,96.40,6536046,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP050149.1?report=genbank&log$=nucltop&blast_rank=28&RID=0G43SYV1016"",""CP050149.1"")"
"Cloning vector pNOV043, complete sequence",Cloning vector pNOV043,183,183,9%,4e-41,96.40,11403,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KY933087.1?report=genbank&log$=nucltop&blast_rank=29&RID=0G43SYV1016"",""KY933087.1"")"
"Cloning vector pDRIA, complete sequence",Cloning vector pDRIA,183,183,9%,4e-41,96.40,11038,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX993917.1?report=genbank&log$=nucltop&blast_rank=30&RID=0G43SYV1016"",""JX993917.1"")"
"Cloning vector pIREB, complete sequence",Cloning vector pIREB,183,183,9%,4e-41,96.40,10070,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX993920.1?report=genbank&log$=nucltop&blast_rank=31&RID=0G43SYV1016"",""JX993920.1"")"
"Cloning vector pUCTCAPR3-GW, complete sequence",Cloning vector pUCTCAPR3-GW,183,183,9%,4e-41,94.87,8522,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX573200.1?report=genbank&log$=nucltop&blast_rank=32&RID=0G43SYV1016"",""JX573200.1"")"
"Cloning vector pYanni2, complete sequence",Cloning vector pYanni2,183,183,9%,4e-41,96.40,6546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AJ247370.1?report=genbank&log$=nucltop&blast_rank=33&RID=0G43SYV1016"",""AJ247370.1"")"
"Cloning vector pIRIA, complete sequence",Cloning vector pIRIA,183,183,9%,4e-41,96.40,11038,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX993921.1?report=genbank&log$=nucltop&blast_rank=34&RID=0G43SYV1016"",""JX993921.1"")"
"Cloning vector pDREB, complete sequence",Cloning vector pDREB,183,183,9%,4e-41,96.40,6998,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX993916.1?report=genbank&log$=nucltop&blast_rank=35&RID=0G43SYV1016"",""JX993916.1"")"
"Vector pFRT1-lacZ-Tel, complete sequence",Vector pFRT1-lacZ-Tel,183,183,9%,4e-41,96.40,8388,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU626139.1?report=genbank&log$=nucltop&blast_rank=36&RID=0G43SYV1016"",""EU626139.1"")"
"Pseudomonas sp. B188 chromosome, complete genome",Pseudomonas sp. B188,183,183,9%,4e-41,96.40,6191592,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP140705.1?report=genbank&log$=nucltop&blast_rank=37&RID=0G43SYV1016"",""CP140705.1"")"
"Plasposon pTnMod-OGm, complete sequence",Plasposon pTnMod-OGm,183,183,9%,4e-41,96.40,4689,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF061920.1?report=genbank&log$=nucltop&blast_rank=38&RID=0G43SYV1016"",""AF061920.1"")"
"Cloning vector pJW24, complete sequence",Cloning vector pJW24,183,183,9%,4e-41,96.40,4849,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH697724.1?report=genbank&log$=nucltop&blast_rank=39&RID=0G43SYV1016"",""MH697724.1"")"
"Fusion vector pFRT2-lux-Tel, complete sequence",Fusion vector pFRT2-lux-Tel,183,183,9%,4e-41,96.40,11266,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ455411.1?report=genbank&log$=nucltop&blast_rank=40&RID=0G43SYV1016"",""FJ455411.1"")"
"Cloning vector pMM24, complete sequence",Cloning vector pMM24,183,183,9%,4e-41,96.40,4849,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH697728.1?report=genbank&log$=nucltop&blast_rank=41&RID=0G43SYV1016"",""MH697728.1"")"
"Insertion vector pFRT2-lacZ, complete sequence",Insertion vector pFRT2-lacZ,183,183,9%,4e-41,96.40,6042,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU034637.1?report=genbank&log$=nucltop&blast_rank=42&RID=0G43SYV1016"",""EU034637.1"")"
"Cloning vector pUCGM gentamycin-resistance cassette, gentamycin acetyltransferase-3-1 (aacC1), beta-lactamase (bla) genes, complete cds",Cloning vector pUCGM,183,183,9%,4e-41,96.40,3563,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/U04610.1?report=genbank&log$=nucltop&blast_rank=43&RID=0G43SYV1016"",""U04610.1"")"
"Cloning vector pUC-GM-INT, complete sequence",Cloning vector pUC-GM-INT,183,183,9%,4e-41,96.40,5646,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF025392.1?report=genbank&log$=nucltop&blast_rank=44&RID=0G43SYV1016"",""AF025392.1"")"
"Cloning vector pIREA, complete sequence",Cloning vector pIREA,183,183,9%,4e-41,96.40,10070,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX993919.1?report=genbank&log$=nucltop&blast_rank=45&RID=0G43SYV1016"",""JX993919.1"")"
"Fusion vector pFRT1-lux-Tel, complete sequence",Fusion vector pFRT1-lux-Tel,183,183,9%,4e-41,96.40,11266,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ455410.1?report=genbank&log$=nucltop&blast_rank=46&RID=0G43SYV1016"",""FJ455410.1"")"
"Cloning vector pNOV076, complete sequence",Cloning vector pNOV076,183,183,9%,4e-41,96.40,8181,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX986298.1?report=genbank&log$=nucltop&blast_rank=47&RID=0G43SYV1016"",""KX986298.1"")"
"Cloning vector p34S-Gm, complete sequence",Cloning vector p34S-Gm,183,183,9%,4e-41,96.40,3617,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF062079.1?report=genbank&log$=nucltop&blast_rank=48&RID=0G43SYV1016"",""AF062079.1"")"
"Cloning vector pRSF1030G, complete sequence",Cloning vector pRSF1030G,183,183,9%,4e-41,96.40,3359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KP899257.1?report=genbank&log$=nucltop&blast_rank=49&RID=0G43SYV1016"",""KP899257.1"")"
"Cloning vector pUCTCAPR2-GW, complete sequence",Cloning vector pUCTCAPR2-GW,183,183,9%,4e-41,94.87,8382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX573199.1?report=genbank&log$=nucltop&blast_rank=50&RID=0G43SYV1016"",""JX573199.1"")"
"Cloning vector pIRIB, complete sequence",Cloning vector pIRIB,183,183,9%,4e-41,96.40,11038,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX993922.1?report=genbank&log$=nucltop&blast_rank=51&RID=0G43SYV1016"",""JX993922.1"")"
"Cloning vector pDREA, complete sequence",Cloning vector pDREA,183,183,9%,4e-41,96.40,10070,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX993915.1?report=genbank&log$=nucltop&blast_rank=52&RID=0G43SYV1016"",""JX993915.1"")"
"Cloning vector pJW20, complete sequence",Cloning vector pJW20,183,183,9%,4e-41,96.40,4849,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH697723.1?report=genbank&log$=nucltop&blast_rank=53&RID=0G43SYV1016"",""MH697723.1"")"
"Cloning vector pNOV077, complete sequence",Cloning vector pNOV077,183,183,9%,4e-41,96.40,8181,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX986299.1?report=genbank&log$=nucltop&blast_rank=54&RID=0G43SYV1016"",""KX986299.1"")"
"Expression vector pBAD322G, complete sequence",Expression vector pBAD322G,183,183,9%,4e-41,96.40,4357,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ119284.1?report=genbank&log$=nucltop&blast_rank=55&RID=0G43SYV1016"",""DQ119284.1"")"
"Cloning vector pNOV044, complete sequence",Cloning vector pNOV044,183,183,9%,4e-41,96.40,10383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KY933088.1?report=genbank&log$=nucltop&blast_rank=56&RID=0G43SYV1016"",""KY933088.1"")"
"Cloning vector pMM23, complete sequence",Cloning vector pMM23,183,183,9%,4e-41,96.40,4849,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH697727.1?report=genbank&log$=nucltop&blast_rank=57&RID=0G43SYV1016"",""MH697727.1"")"
"Cloning vector pNOV146, complete sequence",Cloning vector pNOV146,183,183,9%,4e-41,96.40,4849,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH697722.1?report=genbank&log$=nucltop&blast_rank=58&RID=0G43SYV1016"",""MH697722.1"")"
"Cloning vector pNOV052, complete sequence",Cloning vector pNOV052,183,183,9%,4e-41,96.40,8181,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX986297.1?report=genbank&log$=nucltop&blast_rank=59&RID=0G43SYV1016"",""KX986297.1"")"
"Promoter-probe vector pXH201, complete sequence",Promoter-probe vector pXH201,183,183,9%,4e-41,96.40,5486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY652435.1?report=genbank&log$=nucltop&blast_rank=60&RID=0G43SYV1016"",""AY652435.1"")"
"Fusion vector pFRT1-gfp-Tel, complete sequence",Fusion vector pFRT1-gfp-Tel,183,183,9%,4e-41,96.40,6169,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ455408.1?report=genbank&log$=nucltop&blast_rank=61&RID=0G43SYV1016"",""FJ455408.1"")"
"Insertion vector pFRT1-lacZ, complete sequence",Insertion vector pFRT1-lacZ,183,183,9%,4e-41,96.40,6042,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU034636.1?report=genbank&log$=nucltop&blast_rank=62&RID=0G43SYV1016"",""EU034636.1"")"
Cloning vector pVZ324 complete sequence,Cloning vector pVZ324,183,183,9%,4e-41,96.40,8424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF100177.1?report=genbank&log$=nucltop&blast_rank=63&RID=0G43SYV1016"",""AF100177.1"")"
"Cloning vector pNOV016, complete sequence",Cloning vector pNOV016,183,183,9%,4e-41,96.40,5845,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF988354.1?report=genbank&log$=nucltop&blast_rank=64&RID=0G43SYV1016"",""MF988354.1"")"
"Cloning vector pUC18T-mini-Tn7T-Apr-RubyRed, complete sequence",Cloning vector pUC18T-mini-Tn7T-Apr-RubyRed,182,182,9%,2e-40,96.36,6219,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK213338.1?report=genbank&log$=nucltop&blast_rank=65&RID=0G43SYV1016"",""MK213338.1"")"
"Cloning vector pXY5, complete sequence",Cloning vector pXY5,182,182,9%,2e-40,96.36,4782,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM201426.1?report=genbank&log$=nucltop&blast_rank=66&RID=0G43SYV1016"",""KM201426.1"")"
"Vector pAH1T-Tn7, complete sequence",Vector pAH1T-Tn7,182,182,9%,2e-40,96.36,5258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OK148694.1?report=genbank&log$=nucltop&blast_rank=67&RID=0G43SYV1016"",""OK148694.1"")"
"Mini-Tn7 delivery vector pUC18R6K-mini-Tn7T-Gm-PlacPflaAgfpmut2, complete sequence",Mini-Tn7 delivery vector pUC18R6K-mini-Tn7T-Gm-PlacPflaAgfpmut2,182,182,9%,2e-40,96.36,5679,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ227505.1?report=genbank&log$=nucltop&blast_rank=68&RID=0G43SYV1016"",""DQ227505.1"")"
"Vector pAH1-Tn7, complete sequence",Vector pAH1-Tn7,182,182,9%,2e-40,96.36,5029,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OK148693.1?report=genbank&log$=nucltop&blast_rank=69&RID=0G43SYV1016"",""OK148693.1"")"
"Mini-Tn7 delivery vector pUC18T-mini-Tn7T-Gm-ecfp, complete sequence",Mini-Tn7 delivery vector pUC18T-mini-Tn7T-Gm-ecfp,182,182,9%,2e-40,96.36,5864,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ493878.2?report=genbank&log$=nucltop&blast_rank=70&RID=0G43SYV1016"",""DQ493878.2"")"
"Mini-Tn7 delivery vector pUC18-mini-Tn7T-Gm-lacZ30, complete sequence",Mini-Tn7 delivery vector pUC18-mini-Tn7T-Gm-lacZ30,182,182,9%,2e-40,96.36,7430,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ296496.1?report=genbank&log$=nucltop&blast_rank=71&RID=0G43SYV1016"",""DQ296496.1"")"
"Cloning vector pHT9, complete sequence",Cloning vector pHT9,182,182,9%,2e-40,96.36,12246,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/PQ310743.1?report=genbank&log$=nucltop&blast_rank=72&RID=0G43SYV1016"",""PQ310743.1"")"
"Cloning vector pUC18T-mini-Tn7T-Gm-Pc-TagBFP, complete sequence",Cloning vector pUC18T-mini-Tn7T-Gm-Pc-TagBFP,182,182,9%,2e-40,96.36,5469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ253288.1?report=genbank&log$=nucltop&blast_rank=73&RID=0G43SYV1016"",""OQ253288.1"")"
"Mutant Acinetobacter baumannii strain A424-BR2 clone 11 insertion sequence ISAba11-aacC1, complete sequence; and ABC-multi efflux pump gene, partial cds",Acinetobacter baumannii,182,182,9%,2e-40,96.36,3886,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN819200.1?report=genbank&log$=nucltop&blast_rank=74&RID=0G43SYV1016"",""JN819200.1"")"
"Vector pUC18T-mini-Tn7T-Gm-Pc-tdTomato, complete sequence",Vector pUC18T-mini-Tn7T-Gm-Pc-tdTomato,182,182,9%,2e-40,96.36,6209,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP566395.1?report=genbank&log$=nucltop&blast_rank=75&RID=0G43SYV1016"",""OP566395.1"")"
"Cloning vector pUC18T-mini-Tn7T-Gm-Pc-mCerulean, complete sequence",Cloning vector pUC18T-mini-Tn7T-Gm-Pc-mCerulean,182,182,9%,2e-40,96.36,5497,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ253289.1?report=genbank&log$=nucltop&blast_rank=76&RID=0G43SYV1016"",""OQ253289.1"")"
"Vector pUC18T-mini-Tn7T-Gm-Pc-sfGFP, complete sequence",Vector pUC18T-mini-Tn7T-Gm-Pc-sfGFP,182,182,9%,2e-40,96.36,5498,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP566393.1?report=genbank&log$=nucltop&blast_rank=77&RID=0G43SYV1016"",""OP566393.1"")"
"Cloning vector pXY4, complete sequence",Cloning vector pXY4,182,182,9%,2e-40,96.36,7876,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM201425.1?report=genbank&log$=nucltop&blast_rank=78&RID=0G43SYV1016"",""KM201425.1"")"
"Mini-Tn7 delivery vector pGP-Tn7-Gm, complete sequence",Mini-Tn7 delivery vector pGP-Tn7-Gm,182,182,9%,2e-40,96.36,6057,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JQ429758.1?report=genbank&log$=nucltop&blast_rank=79&RID=0G43SYV1016"",""JQ429758.1"")"
"Cloning vector pXY1, complete sequence",Cloning vector pXY1,182,182,9%,2e-40,96.36,7391,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM201422.1?report=genbank&log$=nucltop&blast_rank=80&RID=0G43SYV1016"",""KM201422.1"")"
"Cloning vector pUC18T-mini-Tn7T-Gm-Pc-mOrange, complete sequence",Cloning vector pUC18T-mini-Tn7T-Gm-Pc-mOrange,182,182,9%,2e-40,96.36,5489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ253286.1?report=genbank&log$=nucltop&blast_rank=81&RID=0G43SYV1016"",""OQ253286.1"")"
"Cloning vector pUC18T-miniTn7T-LAC-Zeo, complete sequence",Cloning vector pUC18T-miniTn7T-LAC-Zeo,182,182,9%,2e-40,96.36,5973,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH290813.1?report=genbank&log$=nucltop&blast_rank=82&RID=0G43SYV1016"",""MH290813.1"")"
"Cloning vector pTn5/7luxG4, complete sequence",Cloning vector pTn5/7luxG4,182,182,9%,2e-40,96.36,10966,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF813061.1?report=genbank&log$=nucltop&blast_rank=83&RID=0G43SYV1016"",""KF813061.1"")"
"Vector pUC18T-mini-Tn7T-Gm-Pc-mCherry, complete sequence",Vector pUC18T-mini-Tn7T-Gm-Pc-mCherry,182,182,9%,2e-40,96.36,5489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP566392.1?report=genbank&log$=nucltop&blast_rank=84&RID=0G43SYV1016"",""OP566392.1"")"
"Cloning vector pR6KT2, complete sequence",Cloning vector pR6KT2,182,354,9%,2e-40,96.36,5953,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX239259.1?report=genbank&log$=nucltop&blast_rank=85&RID=0G43SYV1016"",""JX239259.1"")"
"Vector pUC18T-mini-Tn7T-Gm-Pc-mKate2, complete sequence",Vector pUC18T-mini-Tn7T-Gm-Pc-mKate2,182,182,9%,2e-40,96.36,5477,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP566394.1?report=genbank&log$=nucltop&blast_rank=86&RID=0G43SYV1016"",""OP566394.1"")"
"Cloning vector pUC18T-mini-Tn7T-Apr-sfGFP, complete sequence",Cloning vector pUC18T-mini-Tn7T-Apr-sfGFP,182,182,9%,2e-40,96.36,5670,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH976505.1?report=genbank&log$=nucltop&blast_rank=87&RID=0G43SYV1016"",""MH976505.1"")"
"Cloning vector pUC18T-miniTn7T-LAC-Apr, complete sequence",Cloning vector pUC18T-miniTn7T-LAC-Apr,182,182,9%,2e-40,96.36,6403,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH290812.1?report=genbank&log$=nucltop&blast_rank=88&RID=0G43SYV1016"",""MH290812.1"")"
"Synthetic construct clone iJM_CO_005 gentamicin resistance protein gene, complete cds",synthetic construct,182,182,9%,2e-40,96.36,911,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ603081.1?report=genbank&log$=nucltop&blast_rank=89&RID=0G43SYV1016"",""OQ603081.1"")"
"Gentamycin resistance FRT vector pFGM1, complete sequence",Gentamycin resistance FRT vector pFGM1,182,182,9%,2e-40,96.36,3789,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY597270.1?report=genbank&log$=nucltop&blast_rank=90&RID=0G43SYV1016"",""AY597270.1"")"
