Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
Pseudomonas sp. SCA2728.1_7 chromosome,Pseudomonas sp. SCA2728.1_7,322,322,16%,9e-83,94.31,6782830,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP073104.1?report=genbank&log$=nucltop&blast_rank=11&RID=0G418AV5016"",""CP073104.1"")"
"Pseudomonas germanica strain FIT28 chromosome, complete genome",Pseudomonas germanica,318,318,16%,1e-81,93.84,6713530,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP071586.1?report=genbank&log$=nucltop&blast_rank=12&RID=0G418AV5016"",""CP071586.1"")"
"Pseudomonas tensinigenes strain ZA 5.3 chromosome, complete genome",Pseudomonas tensinigenes,318,318,16%,1e-81,93.87,6621778,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP077089.1?report=genbank&log$=nucltop&blast_rank=13&RID=0G418AV5016"",""CP077089.1"")"
"Pseudomonas sp. M20 chromosome, complete genome",Pseudomonas sp. M20,316,316,16%,4e-81,93.84,6734998,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP173611.1?report=genbank&log$=nucltop&blast_rank=14&RID=0G418AV5016"",""CP173611.1"")"
"Pseudomonas sp. 43A chromosome, complete genome",Pseudomonas sp. 43A,316,316,16%,4e-81,93.84,6791021,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP054880.1?report=genbank&log$=nucltop&blast_rank=15&RID=0G418AV5016"",""CP054880.1"")"
"Pseudomonas sp. R84 chromosome, complete genome",Pseudomonas sp. R84,316,316,16%,4e-81,93.84,6601805,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP019426.1?report=genbank&log$=nucltop&blast_rank=16&RID=0G418AV5016"",""CP019426.1"")"
"Pseudomonas sp. 29A chromosome, complete genome",Pseudomonas sp. 29A,316,316,16%,4e-81,93.84,6775260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP059738.1?report=genbank&log$=nucltop&blast_rank=17&RID=0G418AV5016"",""CP059738.1"")"
"Pseudomonas sp. VD-NE white chromosome, complete genome",Pseudomonas sp. VD-NE white,307,307,16%,3e-78,92.89,6695895,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP134773.1?report=genbank&log$=nucltop&blast_rank=18&RID=0G418AV5016"",""CP134773.1"")"
"Pseudomonas sp. VD-NE ins chromosome, complete genome",Pseudomonas sp. VD-NE ins,307,307,16%,3e-78,92.89,6696054,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP134772.1?report=genbank&log$=nucltop&blast_rank=19&RID=0G418AV5016"",""CP134772.1"")"
"Pseudomonas sp. VD-NE ext chromosome, complete genome",Pseudomonas sp. VD-NE ext,307,307,16%,3e-78,92.89,6696047,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP134774.1?report=genbank&log$=nucltop&blast_rank=20&RID=0G418AV5016"",""CP134774.1"")"
"Pseudomonas sp. A34-9 chromosome, complete genome",Pseudomonas sp. A34-9,289,289,16%,9e-73,91.47,6541947,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP119967.1?report=genbank&log$=nucltop&blast_rank=21&RID=0G418AV5016"",""CP119967.1"")"
"Pseudomonas sp. SC3(2021) chromosome, complete genome",Pseudomonas sp. SC3(2021),255,255,16%,1e-62,88.63,6255857,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP082236.1?report=genbank&log$=nucltop&blast_rank=22&RID=0G418AV5016"",""CP082236.1"")"
"Pseudomonas monsensis strain PGSB 8459 chromosome, complete genome",Pseudomonas monsensis,255,255,16%,1e-62,88.63,6418895,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP077087.1?report=genbank&log$=nucltop&blast_rank=23&RID=0G418AV5016"",""CP077087.1"")"
"Mariner mini-transposon delivery vector pMaGlowRedKm, complete sequence",Mariner mini-transposon delivery vector pMaGlowRedKm,224,224,10%,3e-53,98.44,8170,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM049177.1?report=genbank&log$=nucltop&blast_rank=24&RID=0G418AV5016"",""HM049177.1"")"
"Mariner transposon vector pKKma, complete sequence",Mariner transposon vector pKKma,224,224,9%,3e-53,99.20,6879,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KJ933396.1?report=genbank&log$=nucltop&blast_rank=25&RID=0G418AV5016"",""KJ933396.1"")"
"Mariner mini-transposon delivery vector pMaEvo, complete sequence",Mariner mini-transposon delivery vector pMaEvo,224,224,10%,3e-53,98.44,7375,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM049182.1?report=genbank&log$=nucltop&blast_rank=26&RID=0G418AV5016"",""HM049182.1"")"
"Mariner mini-transposon delivery vector pMaT7cat, complete sequence",Mariner mini-transposon delivery vector pMaT7cat,224,224,10%,3e-53,98.44,9355,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM049175.1?report=genbank&log$=nucltop&blast_rank=27&RID=0G418AV5016"",""HM049175.1"")"
"Vector pBAM-GLOW-GmR-PnrdA(PAO1)- gfpmut3, complete sequence",Vector pBAM-GLOW-GmR-PnrdA(PAO1)- gfpmut3,222,222,9%,1e-52,99.19,7371,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/PP429285.1?report=genbank&log$=nucltop&blast_rank=28&RID=0G418AV5016"",""PP429285.1"")"
"Klebsiella aerogenes strain Y3 chromosome, complete genome",Klebsiella aerogenes,222,1559,9%,1e-52,99.19,5272156,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP045869.1?report=genbank&log$=nucltop&blast_rank=29&RID=0G418AV5016"",""CP045869.1"")"
"Tc1/himar1 mariner transposon vector pFAC plasmid pFAC, complete sequence",Tc1/himar1 mariner transposon vector pFAC,222,222,9%,1e-52,99.19,1473,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ366300.1?report=genbank&log$=nucltop&blast_rank=30&RID=0G418AV5016"",""DQ366300.1"")"
"Vector pBAM-GLOW-GmR-PnrdJ(PAO1)-gfpmut3, complete sequence",Vector pBAM-GLOW-GmR-PnrdJ(PAO1)-gfpmut3,222,222,9%,1e-52,99.19,7002,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/PP429286.1?report=genbank&log$=nucltop&blast_rank=31&RID=0G418AV5016"",""PP429286.1"")"
"Cloning vector pGNS-BAC, complete sequence",Cloning vector pGNS-BAC,222,222,9%,1e-52,99.19,16500,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ245711.1?report=genbank&log$=nucltop&blast_rank=32&RID=0G418AV5016"",""HQ245711.1"")"
"Vector pBAM-GLOW-GmR-PnrdD(PAO1)-gfpmut3, complete sequence",Vector pBAM-GLOW-GmR-PnrdD(PAO1)-gfpmut3,222,222,9%,1e-52,99.19,6932,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/PP429287.1?report=genbank&log$=nucltop&blast_rank=33&RID=0G418AV5016"",""PP429287.1"")"
Pseudomonas aeruginosa PAO1-VE13 genome,Pseudomonas aeruginosa PAO1-VE13,222,222,9%,1e-52,99.19,6265484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP006832.1?report=genbank&log$=nucltop&blast_rank=34&RID=0G418AV5016"",""CP006832.1"")"
"Pseudomonas aeruginosa strain PAO1-VE13 transposon Tc1/himar1, partial sequence",Pseudomonas aeruginosa,222,222,9%,1e-52,99.19,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ209363.1?report=genbank&log$=nucltop&blast_rank=35&RID=0G418AV5016"",""FJ209363.1"")"
"Klebsiella aerogenes strain Y6 chromosome, complete genome",Klebsiella aerogenes,222,1781,9%,1e-52,99.19,5266224,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP045868.1?report=genbank&log$=nucltop&blast_rank=36&RID=0G418AV5016"",""CP045868.1"")"
Pseudomonas aeruginosa PAO1-VE2 genome,Pseudomonas aeruginosa PAO1-VE2,222,222,9%,1e-52,99.19,6265484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP006831.1?report=genbank&log$=nucltop&blast_rank=37&RID=0G418AV5016"",""CP006831.1"")"
"Vector pUCP20T-GLOW-GmR-PnrdJ(PAO1)-E2Crimson, complete sequence",Vector pUCP20T-GLOW-GmR-PnrdJ(PAO1)-E2Crimson,222,222,9%,1e-52,99.19,6789,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/PP445033.1?report=genbank&log$=nucltop&blast_rank=38&RID=0G418AV5016"",""PP445033.1"")"
"Plasmid pBSL141 cloning vector, complete sequence",Cloning vector pBSL141,222,222,9%,1e-52,99.19,3886,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/U35129.1?report=genbank&log$=nucltop&blast_rank=39&RID=0G418AV5016"",""U35129.1"")"
"Cloning vector pEXG2, complete sequence",Cloning vector pEXG2,217,217,9%,5e-51,98.39,5084,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM887143.1?report=genbank&log$=nucltop&blast_rank=40&RID=0G418AV5016"",""KM887143.1"")"
"Cloning vector pHGM01, complete sequence",Cloning vector pHGM01,211,211,9%,2e-49,99.15,10381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OM642557.1?report=genbank&log$=nucltop&blast_rank=41&RID=0G418AV5016"",""OM642557.1"")"
"Plasmid pBSL142 cloning vector, complete sequence",Cloning vector pBSL142,211,211,9%,2e-49,99.15,4669,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/U35130.1?report=genbank&log$=nucltop&blast_rank=42&RID=0G418AV5016"",""U35130.1"")"
"Cloning vector pDRIB, complete sequence",Cloning vector pDRIB,204,204,9%,4e-47,99.12,11038,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX993918.1?report=genbank&log$=nucltop&blast_rank=43&RID=0G418AV5016"",""JX993918.1"")"
"Fusion vector pFRT2-gfp-Tel, complete sequence",Fusion vector pFRT2-gfp-Tel,204,204,9%,4e-47,99.12,6169,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ455409.1?report=genbank&log$=nucltop&blast_rank=44&RID=0G418AV5016"",""FJ455409.1"")"
"Pseudomonas aeruginosa strain PA14-GFP chromosome, complete genome",Pseudomonas aeruginosa,204,204,9%,4e-47,99.12,6374651,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP141770.1?report=genbank&log$=nucltop&blast_rank=45&RID=0G418AV5016"",""CP141770.1"")"
"Cloning vector pMM21, complete sequence",Cloning vector pMM21,204,204,9%,4e-47,99.12,4849,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH697725.1?report=genbank&log$=nucltop&blast_rank=46&RID=0G418AV5016"",""MH697725.1"")"
"Cloning vector pMM22, complete sequence",Cloning vector pMM22,204,204,9%,4e-47,99.12,4849,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH697726.1?report=genbank&log$=nucltop&blast_rank=47&RID=0G418AV5016"",""MH697726.1"")"
Cloning vector pVZ322 complete sequence,Cloning vector pVZ322,204,204,9%,4e-47,99.12,8390,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF100175.1?report=genbank&log$=nucltop&blast_rank=48&RID=0G418AV5016"",""AF100175.1"")"
"Vector pFRT2-lacZ-Tel, complete sequence",Vector pFRT2-lacZ-Tel,204,204,9%,4e-47,99.12,8388,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU626140.1?report=genbank&log$=nucltop&blast_rank=49&RID=0G418AV5016"",""EU626140.1"")"
"Cloning vector pNOV145, complete sequence",Cloning vector pNOV145,204,204,9%,4e-47,99.12,4849,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH697721.1?report=genbank&log$=nucltop&blast_rank=50&RID=0G418AV5016"",""MH697721.1"")"
Pseudomonas aeruginosa strain CHA chromosome,Pseudomonas aeruginosa,204,204,9%,4e-47,99.12,6536046,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP050149.1?report=genbank&log$=nucltop&blast_rank=51&RID=0G418AV5016"",""CP050149.1"")"
"Cloning vector pNOV043, complete sequence",Cloning vector pNOV043,204,204,9%,4e-47,99.12,11403,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KY933087.1?report=genbank&log$=nucltop&blast_rank=52&RID=0G418AV5016"",""KY933087.1"")"
"Cloning vector pDRIA, complete sequence",Cloning vector pDRIA,204,204,9%,4e-47,99.12,11038,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX993917.1?report=genbank&log$=nucltop&blast_rank=53&RID=0G418AV5016"",""JX993917.1"")"
"Cloning vector pIREB, complete sequence",Cloning vector pIREB,204,204,9%,4e-47,99.12,10070,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX993920.1?report=genbank&log$=nucltop&blast_rank=54&RID=0G418AV5016"",""JX993920.1"")"
"Cloning vector pUCTCAPR3-GW, complete sequence",Cloning vector pUCTCAPR3-GW,204,204,9%,4e-47,97.50,8522,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX573200.1?report=genbank&log$=nucltop&blast_rank=55&RID=0G418AV5016"",""JX573200.1"")"
"Cloning vector pYanni2, complete sequence",Cloning vector pYanni2,204,204,9%,4e-47,99.12,6546,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AJ247370.1?report=genbank&log$=nucltop&blast_rank=56&RID=0G418AV5016"",""AJ247370.1"")"
"Cloning vector pIRIA, complete sequence",Cloning vector pIRIA,204,204,9%,4e-47,99.12,11038,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX993921.1?report=genbank&log$=nucltop&blast_rank=57&RID=0G418AV5016"",""JX993921.1"")"
"Cloning vector pDREB, complete sequence",Cloning vector pDREB,204,204,9%,4e-47,99.12,6998,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX993916.1?report=genbank&log$=nucltop&blast_rank=58&RID=0G418AV5016"",""JX993916.1"")"
"Vector pFRT1-lacZ-Tel, complete sequence",Vector pFRT1-lacZ-Tel,204,204,9%,4e-47,99.12,8388,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU626139.1?report=genbank&log$=nucltop&blast_rank=59&RID=0G418AV5016"",""EU626139.1"")"
"Pseudomonas sp. B188 chromosome, complete genome",Pseudomonas sp. B188,204,204,9%,4e-47,99.12,6191592,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP140705.1?report=genbank&log$=nucltop&blast_rank=60&RID=0G418AV5016"",""CP140705.1"")"
"Plasposon pTnMod-OGm, complete sequence",Plasposon pTnMod-OGm,204,204,9%,4e-47,99.12,4689,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF061920.1?report=genbank&log$=nucltop&blast_rank=61&RID=0G418AV5016"",""AF061920.1"")"
"Cloning vector pJW24, complete sequence",Cloning vector pJW24,204,204,9%,4e-47,99.12,4849,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH697724.1?report=genbank&log$=nucltop&blast_rank=62&RID=0G418AV5016"",""MH697724.1"")"
"Fusion vector pFRT2-lux-Tel, complete sequence",Fusion vector pFRT2-lux-Tel,204,204,9%,4e-47,99.12,11266,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ455411.1?report=genbank&log$=nucltop&blast_rank=63&RID=0G418AV5016"",""FJ455411.1"")"
"Cloning vector pMM24, complete sequence",Cloning vector pMM24,204,204,9%,4e-47,99.12,4849,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH697728.1?report=genbank&log$=nucltop&blast_rank=64&RID=0G418AV5016"",""MH697728.1"")"
"Insertion vector pFRT2-lacZ, complete sequence",Insertion vector pFRT2-lacZ,204,204,9%,4e-47,99.12,6042,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU034637.1?report=genbank&log$=nucltop&blast_rank=65&RID=0G418AV5016"",""EU034637.1"")"
"Cloning vector pUCGM gentamycin-resistance cassette, gentamycin acetyltransferase-3-1 (aacC1), beta-lactamase (bla) genes, complete cds",Cloning vector pUCGM,204,204,9%,4e-47,99.12,3563,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/U04610.1?report=genbank&log$=nucltop&blast_rank=66&RID=0G418AV5016"",""U04610.1"")"
"Cloning vector pUC-GM-INT, complete sequence",Cloning vector pUC-GM-INT,204,204,9%,4e-47,99.12,5646,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF025392.1?report=genbank&log$=nucltop&blast_rank=67&RID=0G418AV5016"",""AF025392.1"")"
"Cloning vector pIREA, complete sequence",Cloning vector pIREA,204,204,9%,4e-47,99.12,10070,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX993919.1?report=genbank&log$=nucltop&blast_rank=68&RID=0G418AV5016"",""JX993919.1"")"
"Fusion vector pFRT1-lux-Tel, complete sequence",Fusion vector pFRT1-lux-Tel,204,204,9%,4e-47,99.12,11266,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ455410.1?report=genbank&log$=nucltop&blast_rank=69&RID=0G418AV5016"",""FJ455410.1"")"
"Cloning vector pNOV076, complete sequence",Cloning vector pNOV076,204,204,9%,4e-47,99.12,8181,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX986298.1?report=genbank&log$=nucltop&blast_rank=70&RID=0G418AV5016"",""KX986298.1"")"
"Cloning vector p34S-Gm, complete sequence",Cloning vector p34S-Gm,204,204,9%,4e-47,99.12,3617,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF062079.1?report=genbank&log$=nucltop&blast_rank=71&RID=0G418AV5016"",""AF062079.1"")"
"Cloning vector pRSF1030G, complete sequence",Cloning vector pRSF1030G,204,204,9%,4e-47,99.12,3359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KP899257.1?report=genbank&log$=nucltop&blast_rank=72&RID=0G418AV5016"",""KP899257.1"")"
"Cloning vector pUCTCAPR2-GW, complete sequence",Cloning vector pUCTCAPR2-GW,204,204,9%,4e-47,97.50,8382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX573199.1?report=genbank&log$=nucltop&blast_rank=73&RID=0G418AV5016"",""JX573199.1"")"
"Cloning vector pIRIB, complete sequence",Cloning vector pIRIB,204,204,9%,4e-47,99.12,11038,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX993922.1?report=genbank&log$=nucltop&blast_rank=74&RID=0G418AV5016"",""JX993922.1"")"
"Cloning vector pDREA, complete sequence",Cloning vector pDREA,204,204,9%,4e-47,99.12,10070,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JX993915.1?report=genbank&log$=nucltop&blast_rank=75&RID=0G418AV5016"",""JX993915.1"")"
"Cloning vector pJW20, complete sequence",Cloning vector pJW20,204,204,9%,4e-47,99.12,4849,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH697723.1?report=genbank&log$=nucltop&blast_rank=76&RID=0G418AV5016"",""MH697723.1"")"
"Cloning vector pNOV077, complete sequence",Cloning vector pNOV077,204,204,9%,4e-47,99.12,8181,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX986299.1?report=genbank&log$=nucltop&blast_rank=77&RID=0G418AV5016"",""KX986299.1"")"
"Expression vector pBAD322G, complete sequence",Expression vector pBAD322G,204,204,9%,4e-47,99.12,4357,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ119284.1?report=genbank&log$=nucltop&blast_rank=78&RID=0G418AV5016"",""DQ119284.1"")"
"Cloning vector pNOV044, complete sequence",Cloning vector pNOV044,204,204,9%,4e-47,99.12,10383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KY933088.1?report=genbank&log$=nucltop&blast_rank=79&RID=0G418AV5016"",""KY933088.1"")"
"Cloning vector pMM23, complete sequence",Cloning vector pMM23,204,204,9%,4e-47,99.12,4849,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH697727.1?report=genbank&log$=nucltop&blast_rank=80&RID=0G418AV5016"",""MH697727.1"")"
"Cloning vector pNOV146, complete sequence",Cloning vector pNOV146,204,204,9%,4e-47,99.12,4849,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MH697722.1?report=genbank&log$=nucltop&blast_rank=81&RID=0G418AV5016"",""MH697722.1"")"
"Cloning vector pNOV052, complete sequence",Cloning vector pNOV052,204,204,9%,4e-47,99.12,8181,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX986297.1?report=genbank&log$=nucltop&blast_rank=82&RID=0G418AV5016"",""KX986297.1"")"
"Promoter-probe vector pXH201, complete sequence",Promoter-probe vector pXH201,204,204,9%,4e-47,99.12,5486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY652435.1?report=genbank&log$=nucltop&blast_rank=83&RID=0G418AV5016"",""AY652435.1"")"
"Fusion vector pFRT1-gfp-Tel, complete sequence",Fusion vector pFRT1-gfp-Tel,204,204,9%,4e-47,99.12,6169,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ455408.1?report=genbank&log$=nucltop&blast_rank=84&RID=0G418AV5016"",""FJ455408.1"")"
"Insertion vector pFRT1-lacZ, complete sequence",Insertion vector pFRT1-lacZ,204,204,9%,4e-47,99.12,6042,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU034636.1?report=genbank&log$=nucltop&blast_rank=85&RID=0G418AV5016"",""EU034636.1"")"
Cloning vector pVZ324 complete sequence,Cloning vector pVZ324,204,204,9%,4e-47,99.12,8424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF100177.1?report=genbank&log$=nucltop&blast_rank=86&RID=0G418AV5016"",""AF100177.1"")"
"Cloning vector pNOV016, complete sequence",Cloning vector pNOV016,204,204,9%,4e-47,99.12,5845,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MF988354.1?report=genbank&log$=nucltop&blast_rank=87&RID=0G418AV5016"",""MF988354.1"")"
"Cloning vector pXY5, complete sequence",Cloning vector pXY5,202,202,9%,1e-46,99.12,4782,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KM201426.1?report=genbank&log$=nucltop&blast_rank=88&RID=0G418AV5016"",""KM201426.1"")"
"Vector pAH1T-Tn7, complete sequence",Vector pAH1T-Tn7,202,202,9%,1e-46,99.12,5258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OK148694.1?report=genbank&log$=nucltop&blast_rank=89&RID=0G418AV5016"",""OK148694.1"")"
"Vector pAH1-Tn7, complete sequence",Vector pAH1-Tn7,202,202,9%,1e-46,99.12,5029,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OK148693.1?report=genbank&log$=nucltop&blast_rank=90&RID=0G418AV5016"",""OK148693.1"")"
"Cloning vector pHT9, complete sequence",Cloning vector pHT9,202,202,9%,1e-46,99.12,12246,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/PQ310743.1?report=genbank&log$=nucltop&blast_rank=91&RID=0G418AV5016"",""PQ310743.1"")"
"Cloning vector pUC18T-mini-Tn7T-Gm-Pc-TagBFP, complete sequence",Cloning vector pUC18T-mini-Tn7T-Gm-Pc-TagBFP,202,202,9%,1e-46,99.12,5469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ253288.1?report=genbank&log$=nucltop&blast_rank=92&RID=0G418AV5016"",""OQ253288.1"")"
"Mutant Acinetobacter baumannii strain A424-BR2 clone 11 insertion sequence ISAba11-aacC1, complete sequence; and ABC-multi efflux pump gene, partial cds",Acinetobacter baumannii,202,202,9%,1e-46,99.12,3886,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JN819200.1?report=genbank&log$=nucltop&blast_rank=93&RID=0G418AV5016"",""JN819200.1"")"
