Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Pseudomonas sp. S49 chromosome, complete genome",Pseudomonas sp. S49,147,147,12%,6e-30,83.54,6659551,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP019432.1?report=genbank&log$=nucltop&blast_rank=11&RID=0G4GXDDA016"",""CP019432.1"")"
"Pseudomonas germanica strain FIT28 chromosome, complete genome",Pseudomonas germanica,147,147,12%,6e-30,83.54,6713530,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP071586.1?report=genbank&log$=nucltop&blast_rank=12&RID=0G4GXDDA016"",""CP071586.1"")"
"Pseudomonas sp. M20 chromosome, complete genome",Pseudomonas sp. M20,147,147,11%,6e-30,84.77,6734998,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP173611.1?report=genbank&log$=nucltop&blast_rank=13&RID=0G4GXDDA016"",""CP173611.1"")"
"Pseudomonas germanica strain P9_87 chromosome, complete genome",Pseudomonas germanica,147,147,12%,6e-30,83.54,6530867,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP125372.1?report=genbank&log$=nucltop&blast_rank=14&RID=0G4GXDDA016"",""CP125372.1"")"
"Pseudomonas sp. 43A chromosome, complete genome",Pseudomonas sp. 43A,147,147,11%,6e-30,84.87,6791021,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP054880.1?report=genbank&log$=nucltop&blast_rank=15&RID=0G4GXDDA016"",""CP054880.1"")"
"Pseudomonas sp. R84 chromosome, complete genome",Pseudomonas sp. R84,147,147,12%,6e-30,83.54,6601805,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP019426.1?report=genbank&log$=nucltop&blast_rank=16&RID=0G4GXDDA016"",""CP019426.1"")"
"Pseudomonas sp. VD-NE ext chromosome, complete genome",Pseudomonas sp. VD-NE ext,147,147,12%,6e-30,83.64,6696047,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP134774.1?report=genbank&log$=nucltop&blast_rank=17&RID=0G4GXDDA016"",""CP134774.1"")"
"Pseudomonas sp. 29A chromosome, complete genome",Pseudomonas sp. 29A,147,147,12%,6e-30,83.64,6775260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP059738.1?report=genbank&log$=nucltop&blast_rank=18&RID=0G4GXDDA016"",""CP059738.1"")"
"Pseudomonas tensinigenes strain ZA 5.3 chromosome, complete genome",Pseudomonas tensinigenes,147,147,12%,6e-30,83.64,6621778,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP077089.1?report=genbank&log$=nucltop&blast_rank=19&RID=0G4GXDDA016"",""CP077089.1"")"
Pseudomonas sp. SCA2728.1_7 chromosome,Pseudomonas sp. SCA2728.1_7,147,147,11%,6e-30,84.87,6782830,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP073104.1?report=genbank&log$=nucltop&blast_rank=20&RID=0G4GXDDA016"",""CP073104.1"")"
"Pseudomonas sp. RU47 chromosome, complete genome",Pseudomonas sp. RU47,147,147,12%,6e-30,83.54,6663463,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP022411.1?report=genbank&log$=nucltop&blast_rank=21&RID=0G4GXDDA016"",""CP022411.1"")"
"Pseudomonas sp. DTU12.3 chromosome, complete genome",Pseudomonas sp. DTU12.3,117,117,10%,5e-21,83.58,6268469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP027218.1?report=genbank&log$=nucltop&blast_rank=22&RID=0G4GXDDA016"",""CP027218.1"")"



		


