Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Pseudomonas sp. RU47 chromosome, complete genome",Pseudomonas sp. RU47,403,403,20%,3e-107,96.31,6663463,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP022411.1?report=genbank&log$=nucltop&blast_rank=11&RID=0G4NFYDM016"",""CP022411.1"")"
"Pseudomonas zeae strain OE 48.2 chromosome, complete genome",Pseudomonas zeae,398,398,20%,1e-105,95.90,6630739,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP077090.1?report=genbank&log$=nucltop&blast_rank=12&RID=0G4NFYDM016"",""CP077090.1"")"
"Pseudomonas sp. DTU12.3 chromosome, complete genome",Pseudomonas sp. DTU12.3,398,398,20%,1e-105,95.90,6268469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP027218.1?report=genbank&log$=nucltop&blast_rank=13&RID=0G4NFYDM016"",""CP027218.1"")"
"Pseudomonas sp. ZY71 chromosome, complete genome",Pseudomonas sp. ZY71,392,392,20%,6e-104,95.49,6693135,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP144274.1?report=genbank&log$=nucltop&blast_rank=14&RID=0G4NFYDM016"",""CP144274.1"")"
"Pseudomonas sp. VD-NE white chromosome, complete genome",Pseudomonas sp. VD-NE white,387,387,20%,3e-102,95.08,6695895,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP134773.1?report=genbank&log$=nucltop&blast_rank=15&RID=0G4NFYDM016"",""CP134773.1"")"
"Pseudomonas sp. VD-NE ins chromosome, complete genome",Pseudomonas sp. VD-NE ins,387,387,20%,3e-102,95.08,6696054,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP134772.1?report=genbank&log$=nucltop&blast_rank=16&RID=0G4NFYDM016"",""CP134772.1"")"
"Pseudomonas sp. VD-NE ext chromosome, complete genome",Pseudomonas sp. VD-NE ext,387,387,20%,3e-102,95.08,6696047,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP134774.1?report=genbank&log$=nucltop&blast_rank=17&RID=0G4NFYDM016"",""CP134774.1"")"
"Pseudomonas tensinigenes strain ZA 5.3 chromosome, complete genome",Pseudomonas tensinigenes,387,387,20%,3e-102,95.08,6621778,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP077089.1?report=genbank&log$=nucltop&blast_rank=18&RID=0G4NFYDM016"",""CP077089.1"")"
"Pseudomonas sp. B33.4 chromosome, complete genome",Pseudomonas sp. B33.4,387,387,20%,3e-102,95.08,6604192,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP140706.1?report=genbank&log$=nucltop&blast_rank=19&RID=0G4NFYDM016"",""CP140706.1"")"
"Pseudomonas sp. A34-9 chromosome, complete genome",Pseudomonas sp. A34-9,381,381,20%,1e-100,94.67,6541947,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP119967.1?report=genbank&log$=nucltop&blast_rank=20&RID=0G4NFYDM016"",""CP119967.1"")"
"Pseudomonas fluorescens isolate PfAR1 genome assembly, chromosome: 1",Pseudomonas fluorescens,381,381,20%,1e-100,94.67,6251798,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LR782234.1?report=genbank&log$=nucltop&blast_rank=21&RID=0G4NFYDM016"",""LR782234.1"")"
"Pseudomonas sp. M20 chromosome, complete genome",Pseudomonas sp. M20,375,375,20%,6e-99,94.26,6734998,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP173611.1?report=genbank&log$=nucltop&blast_rank=22&RID=0G4NFYDM016"",""CP173611.1"")"
"Pseudomonas sp. R84 chromosome, complete genome",Pseudomonas sp. R84,375,375,20%,6e-99,94.26,6601805,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP019426.1?report=genbank&log$=nucltop&blast_rank=23&RID=0G4NFYDM016"",""CP019426.1"")"
"Pseudomonas iranensis strain SWRI54 chromosome, complete genome",Pseudomonas iranensis,370,370,20%,3e-97,93.85,6073514,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP077092.1?report=genbank&log$=nucltop&blast_rank=24&RID=0G4NFYDM016"",""CP077092.1"")"
"Pseudomonas sp. B21_DOA chromosome, complete genome",Pseudomonas sp. B21_DOA,370,370,20%,3e-97,93.85,5940484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP086683.1?report=genbank&log$=nucltop&blast_rank=25&RID=0G4NFYDM016"",""CP086683.1"")"
"Pseudomonas sp. B24_DOA chromosome, complete genome",Pseudomonas sp. B24_DOA,370,370,20%,3e-97,93.85,5940760,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP086682.1?report=genbank&log$=nucltop&blast_rank=26&RID=0G4NFYDM016"",""CP086682.1"")"
"Pseudomonas granadensis strain LMG 27940 genome assembly, chromosome: I",Pseudomonas granadensis,370,370,20%,3e-97,93.85,5943170,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629778.1?report=genbank&log$=nucltop&blast_rank=27&RID=0G4NFYDM016"",""LT629778.1"")"
"Pseudomonas sp. Z003-0.4C(8344-21) genome assembly, chromosome: I",Pseudomonas sp. Z003-0.4C(8344-21),359,359,20%,6e-94,93.03,6113481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629756.1?report=genbank&log$=nucltop&blast_rank=28&RID=0G4NFYDM016"",""LT629756.1"")"
"Pseudomonas atacamensis strain B21-026 chromosome, complete genome",Pseudomonas atacamensis,359,359,20%,6e-94,93.03,5969859,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087187.1?report=genbank&log$=nucltop&blast_rank=29&RID=0G4NFYDM016"",""CP087187.1"")"
"Pseudomonas atacamensis strain SM1 chromosome, complete genome",Pseudomonas atacamensis,359,359,20%,6e-94,93.03,5909586,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP070503.1?report=genbank&log$=nucltop&blast_rank=30&RID=0G4NFYDM016"",""CP070503.1"")"
"Pseudomonas sp. B10 genome assembly, chromosome: I",Pseudomonas sp. B10,359,359,20%,6e-94,93.03,5897393,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT707063.1?report=genbank&log$=nucltop&blast_rank=31&RID=0G4NFYDM016"",""LT707063.1"")"
"Pseudomonas sp. HOU2 chromosome, complete genome",Pseudomonas sp. HOU2,359,359,20%,6e-94,93.03,6047544,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP160398.1?report=genbank&log$=nucltop&blast_rank=32&RID=0G4NFYDM016"",""CP160398.1"")"
"Pseudomonas atacamensis strain SWRI76 chromosome, complete genome",Pseudomonas atacamensis,359,359,20%,6e-94,93.03,6083791,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP077081.1?report=genbank&log$=nucltop&blast_rank=33&RID=0G4NFYDM016"",""CP077081.1"")"
"Pseudomonas sp. B21-051 chromosome, complete genome",Pseudomonas sp. B21-051,359,359,20%,6e-94,93.03,6046332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087166.1?report=genbank&log$=nucltop&blast_rank=34&RID=0G4NFYDM016"",""CP087166.1"")"
"Pseudomonas atacamensis strain MGMM4 chromosome, complete genome",Pseudomonas atacamensis,359,359,20%,6e-94,93.03,6010765,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP123909.1?report=genbank&log$=nucltop&blast_rank=35&RID=0G4NFYDM016"",""CP123909.1"")"
"Pseudomonas siliginis strain OTU6BANIB1 chromosome, complete genome",Pseudomonas siliginis,359,359,20%,6e-94,93.03,5992118,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099598.1?report=genbank&log$=nucltop&blast_rank=36&RID=0G4NFYDM016"",""CP099598.1"")"
"Pseudomonas sp. P8_229 chromosome, complete genome",Pseudomonas sp. P8_229,353,353,20%,3e-92,92.62,6365050,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP125378.1?report=genbank&log$=nucltop&blast_rank=37&RID=0G4NFYDM016"",""CP125378.1"")"
"Pseudomonas sp. AO-1 chromosome, complete genome",Pseudomonas sp. AO-1,353,353,20%,3e-92,92.62,6715607,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP079947.1?report=genbank&log$=nucltop&blast_rank=38&RID=0G4NFYDM016"",""CP079947.1"")"
"Pseudomonas koreensis strain P19E3 chromosome, complete genome",Pseudomonas koreensis,353,353,20%,3e-92,92.62,6444290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP027477.1?report=genbank&log$=nucltop&blast_rank=39&RID=0G4NFYDM016"",""CP027477.1"")"
"Pseudomonas sp. S150 chromosome, complete genome",Pseudomonas sp. S150,353,353,20%,3e-92,92.62,6304843,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP038207.1?report=genbank&log$=nucltop&blast_rank=40&RID=0G4NFYDM016"",""CP038207.1"")"
"Pseudomonas siliginis strain OTU6ESPEB1 chromosome, complete genome",Pseudomonas siliginis,353,353,20%,3e-92,92.62,5988833,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099599.1?report=genbank&log$=nucltop&blast_rank=41&RID=0G4NFYDM016"",""CP099599.1"")"
"Pseudomonas sp. P8_139 chromosome, complete genome",Pseudomonas sp. P8_139,353,353,20%,3e-92,92.62,6365055,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP125379.1?report=genbank&log$=nucltop&blast_rank=42&RID=0G4NFYDM016"",""CP125379.1"")"
"Pseudomonas sp. AN-B15 chromosome, complete genome",Pseudomonas sp. AN-B15,353,353,20%,3e-92,92.62,6301094,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP049737.1?report=genbank&log$=nucltop&blast_rank=43&RID=0G4NFYDM016"",""CP049737.1"")"
"Pseudomonas sp. SC3(2021) chromosome, complete genome",Pseudomonas sp. SC3(2021),353,353,20%,3e-92,92.62,6255857,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP082236.1?report=genbank&log$=nucltop&blast_rank=44&RID=0G4NFYDM016"",""CP082236.1"")"
"Pseudomonas sp. LW8 chromosome, complete genome",Pseudomonas sp. LW8,353,353,20%,3e-92,92.62,5902350,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP168138.1?report=genbank&log$=nucltop&blast_rank=45&RID=0G4NFYDM016"",""CP168138.1"")"
"Pseudomonas siliginis strain OTU6MONEA1 chromosome, complete genome",Pseudomonas siliginis,353,353,20%,3e-92,92.62,5918345,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099601.1?report=genbank&log$=nucltop&blast_rank=46&RID=0G4NFYDM016"",""CP099601.1"")"
"Pseudomonas koreensis strain FP1691 chromosome, complete genome",Pseudomonas koreensis,353,353,20%,3e-92,92.62,6304592,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP111114.1?report=genbank&log$=nucltop&blast_rank=47&RID=0G4NFYDM016"",""CP111114.1"")"
"Pseudomonas sp. RSB 5.4 chromosome, complete genome",Pseudomonas sp. RSB 5.4,353,353,20%,3e-92,92.62,6243169,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP146986.1?report=genbank&log$=nucltop&blast_rank=48&RID=0G4NFYDM016"",""CP146986.1"")"
"Pseudomonas sp. FP1762 chromosome, complete genome",Pseudomonas sp. FP1762,353,353,20%,3e-92,92.62,6084997,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP117458.1?report=genbank&log$=nucltop&blast_rank=49&RID=0G4NFYDM016"",""CP117458.1"")"
"Pseudomonas gozinkensis strain IzPS32d chromosome, complete genome",Pseudomonas gozinkensis,350,350,20%,4e-91,92.28,6563527,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP062253.1?report=genbank&log$=nucltop&blast_rank=50&RID=0G4NFYDM016"",""CP062253.1"")"
"Pseudomonas atacamensis strain EMP42 chromosome, complete genome",Pseudomonas atacamensis,348,348,20%,1e-90,92.21,6145328,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP149965.1?report=genbank&log$=nucltop&blast_rank=51&RID=0G4NFYDM016"",""CP149965.1"")"
"Pseudomonas moraviensis strain B21-039 chromosome, complete genome",Pseudomonas moraviensis,348,348,20%,1e-90,92.21,6056657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087177.1?report=genbank&log$=nucltop&blast_rank=52&RID=0G4NFYDM016"",""CP087177.1"")"
Pseudomonas sp. Y5-11 chromosome,Pseudomonas sp. Y5-11,348,348,20%,1e-90,92.21,6518749,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP058974.1?report=genbank&log$=nucltop&blast_rank=53&RID=0G4NFYDM016"",""CP058974.1"")"
"Pseudomonas atacamensis strain B21-050 chromosome, complete genome",Pseudomonas atacamensis,348,348,20%,1e-90,92.21,5940339,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087167.1?report=genbank&log$=nucltop&blast_rank=54&RID=0G4NFYDM016"",""CP087167.1"")"
"Pseudomonas fluorescens strain NCTC9428 genome assembly, chromosome: 1",Pseudomonas fluorescens,348,348,20%,1e-90,92.21,6033966,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LR134318.1?report=genbank&log$=nucltop&blast_rank=55&RID=0G4NFYDM016"",""LR134318.1"")"
"Pseudomonas moraviensis strain OTU5BARRA1 chromosome, complete genome",Pseudomonas moraviensis,348,348,20%,1e-90,92.21,5980820,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099608.1?report=genbank&log$=nucltop&blast_rank=56&RID=0G4NFYDM016"",""CP099608.1"")"
"Pseudomonas koreensis strain BM06 chromosome, complete genome",Pseudomonas koreensis,348,348,20%,1e-90,92.21,6093942,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP155621.1?report=genbank&log$=nucltop&blast_rank=57&RID=0G4NFYDM016"",""CP155621.1"")"
Pseudomonas sp. CP4 chromosome,Pseudomonas sp. CP4,348,348,20%,1e-90,92.21,5979561,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP180489.1?report=genbank&log$=nucltop&blast_rank=58&RID=0G4NFYDM016"",""CP180489.1"")"
Pseudomonas serboccidentalis strain IT-P374 chromosome,Pseudomonas serboccidentalis,348,348,20%,1e-90,92.21,5997322,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP101655.1?report=genbank&log$=nucltop&blast_rank=59&RID=0G4NFYDM016"",""CP101655.1"")"
Pseudomonas putida strain PgBE89 chromosome,Pseudomonas putida,348,348,20%,1e-90,92.21,6299263,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP083988.1?report=genbank&log$=nucltop&blast_rank=60&RID=0G4NFYDM016"",""CP083988.1"")"
"Pseudomonas siliginis strain P chromosome, complete genome",Pseudomonas siliginis,348,348,20%,1e-90,92.21,5978894,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP173722.1?report=genbank&log$=nucltop&blast_rank=61&RID=0G4NFYDM016"",""CP173722.1"")"
"Pseudomonas atacamensis strain B21-045 chromosome, complete genome",Pseudomonas atacamensis,348,348,20%,1e-90,92.21,5992133,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087171.1?report=genbank&log$=nucltop&blast_rank=62&RID=0G4NFYDM016"",""CP087171.1"")"
"Pseudomonas atacamensis strain FP1761 chromosome, complete genome",Pseudomonas atacamensis,348,348,20%,1e-90,92.21,6147944,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP166911.1?report=genbank&log$=nucltop&blast_rank=63&RID=0G4NFYDM016"",""CP166911.1"")"
"Pseudomonas moraviensis strain BS3668 genome assembly, chromosome: I",Pseudomonas moraviensis,348,348,20%,1e-90,92.21,6092541,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629788.1?report=genbank&log$=nucltop&blast_rank=64&RID=0G4NFYDM016"",""LT629788.1"")"
"Pseudomonas monsensis strain PGSB 8459 chromosome, complete genome",Pseudomonas monsensis,348,348,20%,1e-90,92.21,6418895,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP077087.1?report=genbank&log$=nucltop&blast_rank=65&RID=0G4NFYDM016"",""CP077087.1"")"
"Pseudomonas granadensis isolate CT364 chromosome, complete genome",Pseudomonas granadensis,348,348,20%,1e-90,92.21,6208260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP069352.1?report=genbank&log$=nucltop&blast_rank=66&RID=0G4NFYDM016"",""CP069352.1"")"
"Pseudomonas allokribbensis strain IzPS23 chromosome, complete genome",Pseudomonas allokribbensis,344,344,20%,2e-89,91.87,6565027,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP062252.1?report=genbank&log$=nucltop&blast_rank=67&RID=0G4NFYDM016"",""CP062252.1"")"
"Pseudomonas sp. IzPS59 chromosome, complete genome",Pseudomonas sp. IzPS59,344,344,20%,2e-89,91.87,6381635,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP062251.1?report=genbank&log$=nucltop&blast_rank=68&RID=0G4NFYDM016"",""CP062251.1"")"
"Pseudomonas fluorescens strain LBUM677 chromosome, complete genome",Pseudomonas fluorescens,342,342,20%,7e-89,91.80,6140320,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP038438.1?report=genbank&log$=nucltop&blast_rank=69&RID=0G4NFYDM016"",""CP038438.1"")"
Pseudomonas atacamensis strain 200B-1 chromosome,Pseudomonas atacamensis,342,342,20%,7e-89,91.80,5993012,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP137078.1?report=genbank&log$=nucltop&blast_rank=70&RID=0G4NFYDM016"",""CP137078.1"")"
"Pseudomonas siliginis strain OTU6MONTID1 chromosome, complete genome",Pseudomonas siliginis,342,342,20%,7e-89,91.80,5915411,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099602.1?report=genbank&log$=nucltop&blast_rank=71&RID=0G4NFYDM016"",""CP099602.1"")"
"Pseudomonas moraviensis strain EFBE32 chromosome, complete genome",Pseudomonas moraviensis,342,342,20%,7e-89,91.80,6030129,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP107544.1?report=genbank&log$=nucltop&blast_rank=72&RID=0G4NFYDM016"",""CP107544.1"")"
"Pseudomonas moraviensis strain OTU5MASSA1 chromosome, complete genome",Pseudomonas moraviensis,342,342,20%,7e-89,91.80,6004654,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099609.1?report=genbank&log$=nucltop&blast_rank=73&RID=0G4NFYDM016"",""CP099609.1"")"
"Pseudomonas hamedanensis strain SWRI65 chromosome, complete genome",Pseudomonas hamedanensis,342,342,20%,7e-89,91.80,6045338,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP077091.1?report=genbank&log$=nucltop&blast_rank=74&RID=0G4NFYDM016"",""CP077091.1"")"
"Pseudomonas atacamensis strain GZ-3 chromosome, complete genome",Pseudomonas atacamensis,342,342,20%,7e-89,91.80,6067391,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP160044.1?report=genbank&log$=nucltop&blast_rank=75&RID=0G4NFYDM016"",""CP160044.1"")"
"Pseudomonas koreensis strain CRS05-R5 chromosome, complete genome",Pseudomonas koreensis,342,342,20%,7e-89,91.80,5991225,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP015852.1?report=genbank&log$=nucltop&blast_rank=76&RID=0G4NFYDM016"",""CP015852.1"")"
"Pseudomonas moraviensis strain OTU5VILLAA1 chromosome, complete genome",Pseudomonas moraviensis,342,342,20%,7e-89,91.80,5969148,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099610.1?report=genbank&log$=nucltop&blast_rank=77&RID=0G4NFYDM016"",""CP099610.1"")"
"Pseudomonas koreensis strain BS3658 genome assembly, chromosome: I",Pseudomonas koreensis,342,342,20%,7e-89,91.80,6123913,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629687.1?report=genbank&log$=nucltop&blast_rank=78&RID=0G4NFYDM016"",""LT629687.1"")"
"Pseudomonas atacamensis strain GY-AP11 chromosome, complete genome",Pseudomonas atacamensis,342,342,20%,7e-89,91.80,6114505,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP157354.1?report=genbank&log$=nucltop&blast_rank=79&RID=0G4NFYDM016"",""CP157354.1"")"
"Pseudomonas siliginis strain B21-063 chromosome, complete genome",Pseudomonas siliginis,342,342,20%,7e-89,91.80,5985209,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087186.1?report=genbank&log$=nucltop&blast_rank=80&RID=0G4NFYDM016"",""CP087186.1"")"
"Pseudomonas sp. HN2 chromosome, complete genome",Pseudomonas sp. HN2,342,342,20%,7e-89,91.80,6075971,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP085885.1?report=genbank&log$=nucltop&blast_rank=81&RID=0G4NFYDM016"",""CP085885.1"")"
"Pseudomonas siliginis strain OTU6BAGNBB1 chromosome, complete genome",Pseudomonas siliginis,342,342,20%,7e-89,91.80,6005098,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099596.1?report=genbank&log$=nucltop&blast_rank=82&RID=0G4NFYDM016"",""CP099596.1"")"
"Pseudomonas siliginis strain OTU6MEDAA1 chromosome, complete genome",Pseudomonas siliginis,342,342,20%,7e-89,91.80,5986784,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099600.1?report=genbank&log$=nucltop&blast_rank=83&RID=0G4NFYDM016"",""CP099600.1"")"
"Pseudomonas parakoreensis strain 2180 chromosome, complete genome",Pseudomonas parakoreensis,340,524,29%,2e-88,91.80,6485964,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP145317.1?report=genbank&log$=nucltop&blast_rank=84&RID=0G4NFYDM016"",""CP145317.1"")"
"Pseudomonas kribbensis strain 46-2 chromosome, complete genome",Pseudomonas kribbensis,339,339,20%,8e-88,91.46,6324282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP029608.1?report=genbank&log$=nucltop&blast_rank=85&RID=0G4NFYDM016"",""CP029608.1"")"
"Pseudomonas mandelii strain LMG 21607 genome assembly, chromosome: I",Pseudomonas mandelii,339,339,20%,8e-88,91.46,7041758,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629796.1?report=genbank&log$=nucltop&blast_rank=86&RID=0G4NFYDM016"",""LT629796.1"")"
"Pseudomonas mandelii strain KGI_MA19 chromosome, complete genome",Pseudomonas mandelii,339,339,20%,8e-88,91.46,6749770,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP081178.1?report=genbank&log$=nucltop&blast_rank=87&RID=0G4NFYDM016"",""CP081178.1"")"
"Pseudomonas sp. B26140 chromosome, complete genome",Pseudomonas sp. B26140,337,337,20%,3e-87,91.39,6006034,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP162596.1?report=genbank&log$=nucltop&blast_rank=88&RID=0G4NFYDM016"",""CP162596.1"")"
"Pseudomonas sp. Seg1 DNA, complete genome",Pseudomonas sp. Seg1,337,337,20%,3e-87,91.39,6625535,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AP021903.1?report=genbank&log$=nucltop&blast_rank=89&RID=0G4NFYDM016"",""AP021903.1"")"
"Pseudomonas sp. B21128 chromosome, complete genome",Pseudomonas sp. B21128,337,337,20%,3e-87,91.39,6021442,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP162590.1?report=genbank&log$=nucltop&blast_rank=90&RID=0G4NFYDM016"",""CP162590.1"")"
"Pseudomonas sp. NIBR-H-19 chromosome, complete genome",Pseudomonas sp. NIBR-H-19,337,337,20%,3e-87,91.39,6184379,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP089304.1?report=genbank&log$=nucltop&blast_rank=91&RID=0G4NFYDM016"",""CP089304.1"")"
