Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Pseudomonas sp. DTU12.3 chromosome, complete genome",Pseudomonas sp. DTU12.3,385,385,21%,1e-101,95.82,6268469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP027218.1?report=genbank&log$=nucltop&blast_rank=14&RID=0G4PSYP7013"",""CP027218.1"")"
"Pseudomonas sp. VD-NE white chromosome, complete genome",Pseudomonas sp. VD-NE white,383,383,21%,4e-101,95.78,6695895,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP134773.1?report=genbank&log$=nucltop&blast_rank=15&RID=0G4PSYP7013"",""CP134773.1"")"
"Pseudomonas sp. VD-NE ins chromosome, complete genome",Pseudomonas sp. VD-NE ins,383,383,21%,4e-101,95.78,6696054,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP134772.1?report=genbank&log$=nucltop&blast_rank=16&RID=0G4PSYP7013"",""CP134772.1"")"
"Pseudomonas sp. VD-NE ext chromosome, complete genome",Pseudomonas sp. VD-NE ext,383,383,21%,4e-101,95.78,6696047,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP134774.1?report=genbank&log$=nucltop&blast_rank=17&RID=0G4PSYP7013"",""CP134774.1"")"
"Pseudomonas tensinigenes strain ZA 5.3 chromosome, complete genome",Pseudomonas tensinigenes,383,383,21%,4e-101,95.78,6621778,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP077089.1?report=genbank&log$=nucltop&blast_rank=18&RID=0G4PSYP7013"",""CP077089.1"")"
"Pseudomonas sp. B33.4 chromosome, complete genome",Pseudomonas sp. B33.4,383,383,21%,4e-101,95.78,6604192,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP140706.1?report=genbank&log$=nucltop&blast_rank=19&RID=0G4PSYP7013"",""CP140706.1"")"
"Pseudomonas sp. A34-9 chromosome, complete genome",Pseudomonas sp. A34-9,377,377,21%,2e-99,95.36,6541947,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP119967.1?report=genbank&log$=nucltop&blast_rank=20&RID=0G4PSYP7013"",""CP119967.1"")"
"Pseudomonas fluorescens isolate PfAR1 genome assembly, chromosome: 1",Pseudomonas fluorescens,374,374,21%,2e-98,94.98,6251798,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LR782234.1?report=genbank&log$=nucltop&blast_rank=21&RID=0G4PSYP7013"",""LR782234.1"")"
"Pseudomonas sp. M20 chromosome, complete genome",Pseudomonas sp. M20,372,372,21%,8e-98,94.94,6734998,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP173611.1?report=genbank&log$=nucltop&blast_rank=22&RID=0G4PSYP7013"",""CP173611.1"")"
"Pseudomonas sp. R84 chromosome, complete genome",Pseudomonas sp. R84,372,372,21%,8e-98,94.94,6601805,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP019426.1?report=genbank&log$=nucltop&blast_rank=23&RID=0G4PSYP7013"",""CP019426.1"")"
"Pseudomonas iranensis strain SWRI54 chromosome, complete genome",Pseudomonas iranensis,363,363,21%,5e-95,94.14,6073514,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP077092.1?report=genbank&log$=nucltop&blast_rank=24&RID=0G4PSYP7013"",""CP077092.1"")"
"Pseudomonas granadensis strain LMG 27940 genome assembly, chromosome: I",Pseudomonas granadensis,363,363,21%,5e-95,94.14,5943170,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629778.1?report=genbank&log$=nucltop&blast_rank=25&RID=0G4PSYP7013"",""LT629778.1"")"
"Pseudomonas sp. B21_DOA chromosome, complete genome",Pseudomonas sp. B21_DOA,357,357,21%,2e-93,93.72,5940484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP086683.1?report=genbank&log$=nucltop&blast_rank=26&RID=0G4PSYP7013"",""CP086683.1"")"
"Pseudomonas sp. B24_DOA chromosome, complete genome",Pseudomonas sp. B24_DOA,357,357,21%,2e-93,93.72,5940760,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP086682.1?report=genbank&log$=nucltop&blast_rank=27&RID=0G4PSYP7013"",""CP086682.1"")"
"Pseudomonas sp. HOU2 chromosome, complete genome",Pseudomonas sp. HOU2,355,355,21%,8e-93,93.67,6047544,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP160398.1?report=genbank&log$=nucltop&blast_rank=28&RID=0G4PSYP7013"",""CP160398.1"")"
"Pseudomonas sp. B21-051 chromosome, complete genome",Pseudomonas sp. B21-051,355,355,21%,8e-93,93.67,6046332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087166.1?report=genbank&log$=nucltop&blast_rank=29&RID=0G4PSYP7013"",""CP087166.1"")"
"Pseudomonas siliginis strain OTU6BANIB1 chromosome, complete genome",Pseudomonas siliginis,355,355,21%,8e-93,93.67,5992118,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099598.1?report=genbank&log$=nucltop&blast_rank=30&RID=0G4PSYP7013"",""CP099598.1"")"
"Pseudomonas sp. Z003-0.4C(8344-21) genome assembly, chromosome: I",Pseudomonas sp. Z003-0.4C(8344-21),351,351,21%,1e-91,93.31,6113481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629756.1?report=genbank&log$=nucltop&blast_rank=31&RID=0G4PSYP7013"",""LT629756.1"")"
"Pseudomonas atacamensis strain B21-026 chromosome, complete genome",Pseudomonas atacamensis,351,351,21%,1e-91,93.31,5969859,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087187.1?report=genbank&log$=nucltop&blast_rank=32&RID=0G4PSYP7013"",""CP087187.1"")"
"Pseudomonas atacamensis strain SM1 chromosome, complete genome",Pseudomonas atacamensis,351,351,21%,1e-91,93.31,5909586,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP070503.1?report=genbank&log$=nucltop&blast_rank=33&RID=0G4PSYP7013"",""CP070503.1"")"
"Pseudomonas sp. B10 genome assembly, chromosome: I",Pseudomonas sp. B10,351,351,21%,1e-91,93.31,5897393,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT707063.1?report=genbank&log$=nucltop&blast_rank=34&RID=0G4PSYP7013"",""LT707063.1"")"
"Pseudomonas atacamensis strain MGMM4 chromosome, complete genome",Pseudomonas atacamensis,351,351,21%,1e-91,93.31,6010765,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP123909.1?report=genbank&log$=nucltop&blast_rank=35&RID=0G4PSYP7013"",""CP123909.1"")"
"Pseudomonas sp. P8_229 chromosome, complete genome",Pseudomonas sp. P8_229,350,350,21%,4e-91,93.25,6365050,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP125378.1?report=genbank&log$=nucltop&blast_rank=36&RID=0G4PSYP7013"",""CP125378.1"")"
"Pseudomonas sp. AO-1 chromosome, complete genome",Pseudomonas sp. AO-1,350,350,21%,4e-91,93.25,6715607,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP079947.1?report=genbank&log$=nucltop&blast_rank=37&RID=0G4PSYP7013"",""CP079947.1"")"
"Pseudomonas koreensis strain P19E3 chromosome, complete genome",Pseudomonas koreensis,350,350,21%,4e-91,93.25,6444290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP027477.1?report=genbank&log$=nucltop&blast_rank=38&RID=0G4PSYP7013"",""CP027477.1"")"
"Pseudomonas sp. S150 chromosome, complete genome",Pseudomonas sp. S150,350,350,21%,4e-91,93.25,6304843,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP038207.1?report=genbank&log$=nucltop&blast_rank=39&RID=0G4PSYP7013"",""CP038207.1"")"
"Pseudomonas sp. P8_139 chromosome, complete genome",Pseudomonas sp. P8_139,350,350,21%,4e-91,93.25,6365055,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP125379.1?report=genbank&log$=nucltop&blast_rank=40&RID=0G4PSYP7013"",""CP125379.1"")"
"Pseudomonas sp. AN-B15 chromosome, complete genome",Pseudomonas sp. AN-B15,350,350,21%,4e-91,93.25,6301094,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP049737.1?report=genbank&log$=nucltop&blast_rank=41&RID=0G4PSYP7013"",""CP049737.1"")"
Pseudomonas putida strain PgBE89 chromosome,Pseudomonas putida,350,350,21%,4e-91,93.25,6299263,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP083988.1?report=genbank&log$=nucltop&blast_rank=42&RID=0G4PSYP7013"",""CP083988.1"")"
"Pseudomonas koreensis strain FP1691 chromosome, complete genome",Pseudomonas koreensis,350,350,21%,4e-91,93.25,6304592,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP111114.1?report=genbank&log$=nucltop&blast_rank=43&RID=0G4PSYP7013"",""CP111114.1"")"
"Pseudomonas sp. RSB 5.4 chromosome, complete genome",Pseudomonas sp. RSB 5.4,350,350,21%,4e-91,93.25,6243169,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP146986.1?report=genbank&log$=nucltop&blast_rank=44&RID=0G4PSYP7013"",""CP146986.1"")"
"Pseudomonas gozinkensis strain IzPS32d chromosome, complete genome",Pseudomonas gozinkensis,346,346,21%,5e-90,92.89,6563527,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP062253.1?report=genbank&log$=nucltop&blast_rank=45&RID=0G4PSYP7013"",""CP062253.1"")"
"Pseudomonas atacamensis strain SWRI76 chromosome, complete genome",Pseudomonas atacamensis,346,346,21%,5e-90,92.89,6083791,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP077081.1?report=genbank&log$=nucltop&blast_rank=46&RID=0G4PSYP7013"",""CP077081.1"")"
"Pseudomonas sp. SC3(2021) chromosome, complete genome",Pseudomonas sp. SC3(2021),346,346,21%,5e-90,92.89,6255857,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP082236.1?report=genbank&log$=nucltop&blast_rank=47&RID=0G4PSYP7013"",""CP082236.1"")"
Pseudomonas sp. Y5-11 chromosome,Pseudomonas sp. Y5-11,344,344,21%,2e-89,92.83,6518749,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP058974.1?report=genbank&log$=nucltop&blast_rank=48&RID=0G4PSYP7013"",""CP058974.1"")"
"Pseudomonas koreensis strain BM06 chromosome, complete genome",Pseudomonas koreensis,344,344,21%,2e-89,92.83,6093942,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP155621.1?report=genbank&log$=nucltop&blast_rank=49&RID=0G4PSYP7013"",""CP155621.1"")"
Pseudomonas serboccidentalis strain IT-P374 chromosome,Pseudomonas serboccidentalis,344,344,21%,2e-89,92.83,5997322,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP101655.1?report=genbank&log$=nucltop&blast_rank=50&RID=0G4PSYP7013"",""CP101655.1"")"
"Pseudomonas atacamensis strain EMP42 chromosome, complete genome",Pseudomonas atacamensis,340,340,21%,2e-88,92.47,6145328,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP149965.1?report=genbank&log$=nucltop&blast_rank=51&RID=0G4PSYP7013"",""CP149965.1"")"
"Pseudomonas siliginis strain OTU6ESPEB1 chromosome, complete genome",Pseudomonas siliginis,340,340,21%,2e-88,92.47,5988833,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099599.1?report=genbank&log$=nucltop&blast_rank=52&RID=0G4PSYP7013"",""CP099599.1"")"
"Pseudomonas atacamensis strain B21-050 chromosome, complete genome",Pseudomonas atacamensis,340,340,21%,2e-88,92.47,5940339,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087167.1?report=genbank&log$=nucltop&blast_rank=53&RID=0G4PSYP7013"",""CP087167.1"")"
"Pseudomonas fluorescens strain NCTC9428 genome assembly, chromosome: 1",Pseudomonas fluorescens,340,340,21%,2e-88,92.47,6033966,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LR134318.1?report=genbank&log$=nucltop&blast_rank=54&RID=0G4PSYP7013"",""LR134318.1"")"
"Pseudomonas sp. LW8 chromosome, complete genome",Pseudomonas sp. LW8,340,340,21%,2e-88,92.47,5902350,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP168138.1?report=genbank&log$=nucltop&blast_rank=55&RID=0G4PSYP7013"",""CP168138.1"")"
"Pseudomonas siliginis strain OTU6MONEA1 chromosome, complete genome",Pseudomonas siliginis,340,340,21%,2e-88,92.47,5918345,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099601.1?report=genbank&log$=nucltop&blast_rank=56&RID=0G4PSYP7013"",""CP099601.1"")"
"Pseudomonas atacamensis strain B21-045 chromosome, complete genome",Pseudomonas atacamensis,340,340,21%,2e-88,92.47,5992133,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087171.1?report=genbank&log$=nucltop&blast_rank=57&RID=0G4PSYP7013"",""CP087171.1"")"
"Pseudomonas atacamensis strain FP1761 chromosome, complete genome",Pseudomonas atacamensis,340,340,21%,2e-88,92.47,6147944,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP166911.1?report=genbank&log$=nucltop&blast_rank=58&RID=0G4PSYP7013"",""CP166911.1"")"
"Pseudomonas allokribbensis strain IzPS23 chromosome, complete genome",Pseudomonas allokribbensis,340,340,21%,2e-88,92.47,6565027,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP062252.1?report=genbank&log$=nucltop&blast_rank=59&RID=0G4PSYP7013"",""CP062252.1"")"
"Pseudomonas sp. FP1762 chromosome, complete genome",Pseudomonas sp. FP1762,340,340,21%,2e-88,92.47,6084997,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP117458.1?report=genbank&log$=nucltop&blast_rank=60&RID=0G4PSYP7013"",""CP117458.1"")"
"Pseudomonas sp. IzPS59 chromosome, complete genome",Pseudomonas sp. IzPS59,340,340,21%,2e-88,92.47,6381635,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP062251.1?report=genbank&log$=nucltop&blast_rank=61&RID=0G4PSYP7013"",""CP062251.1"")"
"Pseudomonas monsensis strain PGSB 8459 chromosome, complete genome",Pseudomonas monsensis,340,340,21%,2e-88,92.47,6418895,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP077087.1?report=genbank&log$=nucltop&blast_rank=62&RID=0G4PSYP7013"",""CP077087.1"")"
"Pseudomonas granadensis isolate CT364 chromosome, complete genome",Pseudomonas granadensis,340,340,21%,2e-88,92.47,6208260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP069352.1?report=genbank&log$=nucltop&blast_rank=63&RID=0G4PSYP7013"",""CP069352.1"")"
"Pseudomonas fluorescens strain LBUM677 chromosome, complete genome",Pseudomonas fluorescens,339,339,21%,8e-88,92.41,6140320,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP038438.1?report=genbank&log$=nucltop&blast_rank=64&RID=0G4PSYP7013"",""CP038438.1"")"
Pseudomonas atacamensis strain 200B-1 chromosome,Pseudomonas atacamensis,339,339,21%,8e-88,92.41,5993012,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP137078.1?report=genbank&log$=nucltop&blast_rank=65&RID=0G4PSYP7013"",""CP137078.1"")"
"Pseudomonas atacamensis strain GZ-3 chromosome, complete genome",Pseudomonas atacamensis,339,339,21%,8e-88,92.41,6067391,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP160044.1?report=genbank&log$=nucltop&blast_rank=66&RID=0G4PSYP7013"",""CP160044.1"")"
"Pseudomonas koreensis strain CRS05-R5 chromosome, complete genome",Pseudomonas koreensis,339,339,21%,8e-88,92.41,5991225,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP015852.1?report=genbank&log$=nucltop&blast_rank=67&RID=0G4PSYP7013"",""CP015852.1"")"
"Pseudomonas atacamensis strain GY-AP11 chromosome, complete genome",Pseudomonas atacamensis,339,339,21%,8e-88,92.41,6114505,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP157354.1?report=genbank&log$=nucltop&blast_rank=68&RID=0G4PSYP7013"",""CP157354.1"")"
"Pseudomonas parakoreensis strain 2180 chromosome, complete genome",Pseudomonas parakoreensis,337,587,33%,3e-87,92.41,6485964,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP145317.1?report=genbank&log$=nucltop&blast_rank=69&RID=0G4PSYP7013"",""CP145317.1"")"
"Pseudomonas moraviensis strain B21-039 chromosome, complete genome",Pseudomonas moraviensis,335,335,21%,1e-86,92.05,6056657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087177.1?report=genbank&log$=nucltop&blast_rank=70&RID=0G4PSYP7013"",""CP087177.1"")"
"Pseudomonas kribbensis strain 46-2 chromosome, complete genome",Pseudomonas kribbensis,335,335,21%,1e-86,92.05,6324282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP029608.1?report=genbank&log$=nucltop&blast_rank=71&RID=0G4PSYP7013"",""CP029608.1"")"
"Pseudomonas mandelii strain LMG 21607 genome assembly, chromosome: I",Pseudomonas mandelii,335,335,21%,1e-86,92.05,7041758,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629796.1?report=genbank&log$=nucltop&blast_rank=72&RID=0G4PSYP7013"",""LT629796.1"")"
"Pseudomonas hamedanensis strain SWRI65 chromosome, complete genome",Pseudomonas hamedanensis,335,335,21%,1e-86,92.05,6045338,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP077091.1?report=genbank&log$=nucltop&blast_rank=73&RID=0G4PSYP7013"",""CP077091.1"")"
"Pseudomonas moraviensis strain OTU5BARRA1 chromosome, complete genome",Pseudomonas moraviensis,335,335,21%,1e-86,92.05,5980820,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099608.1?report=genbank&log$=nucltop&blast_rank=74&RID=0G4PSYP7013"",""CP099608.1"")"
Pseudomonas sp. CP4 chromosome,Pseudomonas sp. CP4,335,335,21%,1e-86,92.05,5979561,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP180489.1?report=genbank&log$=nucltop&blast_rank=75&RID=0G4PSYP7013"",""CP180489.1"")"
"Pseudomonas siliginis strain P chromosome, complete genome",Pseudomonas siliginis,335,335,21%,1e-86,92.05,5978894,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP173722.1?report=genbank&log$=nucltop&blast_rank=76&RID=0G4PSYP7013"",""CP173722.1"")"
"Pseudomonas koreensis strain BS3658 genome assembly, chromosome: I",Pseudomonas koreensis,335,335,21%,1e-86,92.05,6123913,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629687.1?report=genbank&log$=nucltop&blast_rank=77&RID=0G4PSYP7013"",""LT629687.1"")"
"Pseudomonas moraviensis strain BS3668 genome assembly, chromosome: I",Pseudomonas moraviensis,335,335,21%,1e-86,92.05,6092541,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629788.1?report=genbank&log$=nucltop&blast_rank=78&RID=0G4PSYP7013"",""LT629788.1"")"
"Pseudomonas mandelii strain KGI_MA19 chromosome, complete genome",Pseudomonas mandelii,335,335,21%,1e-86,92.05,6749770,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP081178.1?report=genbank&log$=nucltop&blast_rank=79&RID=0G4PSYP7013"",""CP081178.1"")"
"Pseudomonas sp. B26140 chromosome, complete genome",Pseudomonas sp. B26140,333,333,21%,4e-86,91.98,6006034,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP162596.1?report=genbank&log$=nucltop&blast_rank=80&RID=0G4PSYP7013"",""CP162596.1"")"
"Pseudomonas sp. Seg1 DNA, complete genome",Pseudomonas sp. Seg1,333,333,21%,4e-86,91.98,6625535,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AP021903.1?report=genbank&log$=nucltop&blast_rank=81&RID=0G4PSYP7013"",""AP021903.1"")"
"Pseudomonas sp. B21128 chromosome, complete genome",Pseudomonas sp. B21128,333,333,21%,4e-86,91.98,6021442,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP162590.1?report=genbank&log$=nucltop&blast_rank=82&RID=0G4PSYP7013"",""CP162590.1"")"
"Pseudomonas sp. NIBR-H-19 chromosome, complete genome",Pseudomonas sp. NIBR-H-19,333,333,21%,4e-86,91.98,6184379,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP089304.1?report=genbank&log$=nucltop&blast_rank=83&RID=0G4PSYP7013"",""CP089304.1"")"
"Pseudomonas sp. B21-021 chromosome, complete genome",Pseudomonas sp. B21-021,329,329,21%,5e-85,91.63,6494068,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087192.1?report=genbank&log$=nucltop&blast_rank=84&RID=0G4PSYP7013"",""CP087192.1"")"
"Pseudomonas sp. SW-3 chromosome, complete genome",Pseudomonas sp. SW-3,329,329,21%,5e-85,91.63,6538059,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP067098.1?report=genbank&log$=nucltop&blast_rank=85&RID=0G4PSYP7013"",""CP067098.1"")"
"Pseudomonas sp. SG20052 chromosome, complete genome",Pseudomonas sp. SG20052,329,329,21%,5e-85,91.63,6812143,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP134498.1?report=genbank&log$=nucltop&blast_rank=86&RID=0G4PSYP7013"",""CP134498.1"")"
"Pseudomonas siliginis strain OTU6MONTID1 chromosome, complete genome",Pseudomonas siliginis,329,329,21%,5e-85,91.63,5915411,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099602.1?report=genbank&log$=nucltop&blast_rank=87&RID=0G4PSYP7013"",""CP099602.1"")"
"Pseudomonas sp. 31-12 chromosome, complete genome",Pseudomonas sp. 31-12,329,329,21%,5e-85,91.63,6730253,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP029482.1?report=genbank&log$=nucltop&blast_rank=88&RID=0G4PSYP7013"",""CP029482.1"")"
"Pseudomonas moraviensis strain EFBE32 chromosome, complete genome",Pseudomonas moraviensis,329,329,21%,5e-85,91.63,6030129,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP107544.1?report=genbank&log$=nucltop&blast_rank=89&RID=0G4PSYP7013"",""CP107544.1"")"
"Pseudomonas moraviensis strain OTU5MASSA1 chromosome, complete genome",Pseudomonas moraviensis,329,329,21%,5e-85,91.63,6004654,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099609.1?report=genbank&log$=nucltop&blast_rank=90&RID=0G4PSYP7013"",""CP099609.1"")"
"Pseudomonas moraviensis strain OTU5VILLAA1 chromosome, complete genome",Pseudomonas moraviensis,329,329,21%,5e-85,91.63,5969148,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099610.1?report=genbank&log$=nucltop&blast_rank=91&RID=0G4PSYP7013"",""CP099610.1"")"
