Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Pseudomonas sp. ZY71 chromosome, complete genome",Pseudomonas sp. ZY71,405,405,24%,8e-108,92.31,6693135,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP144274.1?report=genbank&log$=nucltop&blast_rank=12&RID=0G4E99XD016"",""CP144274.1"")"
"Pseudomonas sp. 43A chromosome, complete genome",Pseudomonas sp. 43A,401,401,22%,1e-106,94.62,6791021,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP054880.1?report=genbank&log$=nucltop&blast_rank=13&RID=0G4E99XD016"",""CP054880.1"")"
"Pseudomonas sp. 29A chromosome, complete genome",Pseudomonas sp. 29A,401,401,22%,1e-106,94.62,6775260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP059738.1?report=genbank&log$=nucltop&blast_rank=14&RID=0G4E99XD016"",""CP059738.1"")"
"Pseudomonas sp. VD-NE white chromosome, complete genome",Pseudomonas sp. VD-NE white,398,398,25%,1e-105,91.44,6695895,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP134773.1?report=genbank&log$=nucltop&blast_rank=15&RID=0G4E99XD016"",""CP134773.1"")"
"Pseudomonas sp. VD-NE ins chromosome, complete genome",Pseudomonas sp. VD-NE ins,398,398,25%,1e-105,91.44,6696054,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP134772.1?report=genbank&log$=nucltop&blast_rank=16&RID=0G4E99XD016"",""CP134772.1"")"
"Pseudomonas sp. VD-NE ext chromosome, complete genome",Pseudomonas sp. VD-NE ext,398,398,25%,1e-105,91.44,6696047,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP134774.1?report=genbank&log$=nucltop&blast_rank=17&RID=0G4E99XD016"",""CP134774.1"")"
"Pseudomonas sp. A34-9 chromosome, complete genome",Pseudomonas sp. A34-9,396,396,22%,5e-105,94.23,6541947,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP119967.1?report=genbank&log$=nucltop&blast_rank=18&RID=0G4E99XD016"",""CP119967.1"")"
"Pseudomonas sp. M20 chromosome, complete genome",Pseudomonas sp. M20,396,396,25%,5e-105,91.16,6734998,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP173611.1?report=genbank&log$=nucltop&blast_rank=19&RID=0G4E99XD016"",""CP173611.1"")"
"Pseudomonas sp. R84 chromosome, complete genome",Pseudomonas sp. R84,396,396,25%,5e-105,91.16,6601805,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP019426.1?report=genbank&log$=nucltop&blast_rank=20&RID=0G4E99XD016"",""CP019426.1"")"
"Pseudomonas sp. B33.4 chromosome, complete genome",Pseudomonas sp. B33.4,396,396,22%,5e-105,94.23,6604192,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP140706.1?report=genbank&log$=nucltop&blast_rank=21&RID=0G4E99XD016"",""CP140706.1"")"
"Pseudomonas tensinigenes strain ZA 5.3 chromosome, complete genome",Pseudomonas tensinigenes,394,394,24%,2e-104,91.64,6621778,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP077089.1?report=genbank&log$=nucltop&blast_rank=22&RID=0G4E99XD016"",""CP077089.1"")"
"Pseudomonas fluorescens isolate PfAR1 genome assembly, chromosome: 1",Pseudomonas fluorescens,390,390,22%,2e-103,93.85,6251798,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LR782234.1?report=genbank&log$=nucltop&blast_rank=23&RID=0G4E99XD016"",""LR782234.1"")"
"Pseudomonas iranensis strain SWRI54 chromosome, complete genome",Pseudomonas iranensis,385,385,22%,1e-101,93.46,6073514,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP077092.1?report=genbank&log$=nucltop&blast_rank=24&RID=0G4E99XD016"",""CP077092.1"")"
"Pseudomonas sp. B21_DOA chromosome, complete genome",Pseudomonas sp. B21_DOA,385,385,22%,1e-101,93.46,5940484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP086683.1?report=genbank&log$=nucltop&blast_rank=25&RID=0G4E99XD016"",""CP086683.1"")"
"Pseudomonas sp. B24_DOA chromosome, complete genome",Pseudomonas sp. B24_DOA,385,385,22%,1e-101,93.46,5940760,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP086682.1?report=genbank&log$=nucltop&blast_rank=26&RID=0G4E99XD016"",""CP086682.1"")"
"Pseudomonas granadensis strain LMG 27940 genome assembly, chromosome: I",Pseudomonas granadensis,385,385,22%,1e-101,93.46,5943170,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629778.1?report=genbank&log$=nucltop&blast_rank=27&RID=0G4E99XD016"",""LT629778.1"")"
"Pseudomonas sp. Z003-0.4C(8344-21) genome assembly, chromosome: I",Pseudomonas sp. Z003-0.4C(8344-21),374,374,22%,2e-98,92.69,6113481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629756.1?report=genbank&log$=nucltop&blast_rank=28&RID=0G4E99XD016"",""LT629756.1"")"
"Pseudomonas atacamensis strain B21-026 chromosome, complete genome",Pseudomonas atacamensis,374,374,22%,2e-98,92.69,5969859,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087187.1?report=genbank&log$=nucltop&blast_rank=29&RID=0G4E99XD016"",""CP087187.1"")"
"Pseudomonas atacamensis strain SM1 chromosome, complete genome",Pseudomonas atacamensis,374,374,22%,2e-98,92.69,5909586,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP070503.1?report=genbank&log$=nucltop&blast_rank=30&RID=0G4E99XD016"",""CP070503.1"")"
"Pseudomonas sp. B10 genome assembly, chromosome: I",Pseudomonas sp. B10,374,374,22%,2e-98,92.69,5897393,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT707063.1?report=genbank&log$=nucltop&blast_rank=31&RID=0G4E99XD016"",""LT707063.1"")"
"Pseudomonas atacamensis strain SWRI76 chromosome, complete genome",Pseudomonas atacamensis,374,374,22%,2e-98,92.69,6083791,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP077081.1?report=genbank&log$=nucltop&blast_rank=32&RID=0G4E99XD016"",""CP077081.1"")"
"Pseudomonas sp. AN-B15 chromosome, complete genome",Pseudomonas sp. AN-B15,374,374,23%,2e-98,92.11,6301094,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP049737.1?report=genbank&log$=nucltop&blast_rank=33&RID=0G4E99XD016"",""CP049737.1"")"
"Pseudomonas atacamensis strain MGMM4 chromosome, complete genome",Pseudomonas atacamensis,374,374,22%,2e-98,92.69,6010765,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP123909.1?report=genbank&log$=nucltop&blast_rank=34&RID=0G4E99XD016"",""CP123909.1"")"
"Pseudomonas siliginis strain OTU6BANIB1 chromosome, complete genome",Pseudomonas siliginis,374,374,22%,2e-98,92.69,5992118,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099598.1?report=genbank&log$=nucltop&blast_rank=35&RID=0G4E99XD016"",""CP099598.1"")"
"Pseudomonas sp. AO-1 chromosome, complete genome",Pseudomonas sp. AO-1,372,372,24%,8e-98,90.21,6715607,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP079947.1?report=genbank&log$=nucltop&blast_rank=36&RID=0G4E99XD016"",""CP079947.1"")"
"Pseudomonas sp. HOU2 chromosome, complete genome",Pseudomonas sp. HOU2,372,372,24%,8e-98,90.21,6047544,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP160398.1?report=genbank&log$=nucltop&blast_rank=37&RID=0G4E99XD016"",""CP160398.1"")"
"Pseudomonas sp. B21-051 chromosome, complete genome",Pseudomonas sp. B21-051,372,372,24%,8e-98,90.21,6046332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087166.1?report=genbank&log$=nucltop&blast_rank=38&RID=0G4E99XD016"",""CP087166.1"")"
"Pseudomonas sp. SC3(2021) chromosome, complete genome",Pseudomonas sp. SC3(2021),372,372,24%,8e-98,90.21,6255857,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP082236.1?report=genbank&log$=nucltop&blast_rank=39&RID=0G4E99XD016"",""CP082236.1"")"
"Pseudomonas sp. RSB 5.4 chromosome, complete genome",Pseudomonas sp. RSB 5.4,372,372,24%,8e-98,90.21,6243169,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP146986.1?report=genbank&log$=nucltop&blast_rank=40&RID=0G4E99XD016"",""CP146986.1"")"
"Pseudomonas granadensis isolate CT364 chromosome, complete genome",Pseudomonas granadensis,370,370,25%,3e-97,89.73,6208260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP069352.1?report=genbank&log$=nucltop&blast_rank=41&RID=0G4E99XD016"",""CP069352.1"")"
Pseudomonas sp. Y5-11 chromosome,Pseudomonas sp. Y5-11,368,368,23%,1e-96,91.73,6518749,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP058974.1?report=genbank&log$=nucltop&blast_rank=42&RID=0G4E99XD016"",""CP058974.1"")"
Pseudomonas serboccidentalis strain IT-P374 chromosome,Pseudomonas serboccidentalis,368,368,22%,1e-96,92.31,5997322,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP101655.1?report=genbank&log$=nucltop&blast_rank=43&RID=0G4E99XD016"",""CP101655.1"")"
"Pseudomonas sp. P8_229 chromosome, complete genome",Pseudomonas sp. P8_229,366,366,24%,4e-96,89.86,6365050,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP125378.1?report=genbank&log$=nucltop&blast_rank=44&RID=0G4E99XD016"",""CP125378.1"")"
"Pseudomonas sp. P8_139 chromosome, complete genome",Pseudomonas sp. P8_139,366,366,24%,4e-96,89.86,6365055,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP125379.1?report=genbank&log$=nucltop&blast_rank=45&RID=0G4E99XD016"",""CP125379.1"")"
"Pseudomonas koreensis strain BM06 chromosome, complete genome",Pseudomonas koreensis,366,366,24%,4e-96,89.86,6093942,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP155621.1?report=genbank&log$=nucltop&blast_rank=46&RID=0G4E99XD016"",""CP155621.1"")"
"Pseudomonas monsensis strain PGSB 8459 chromosome, complete genome",Pseudomonas monsensis,366,366,24%,4e-96,89.86,6418895,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP077087.1?report=genbank&log$=nucltop&blast_rank=47&RID=0G4E99XD016"",""CP077087.1"")"
"Pseudomonas atacamensis strain EMP42 chromosome, complete genome",Pseudomonas atacamensis,363,363,22%,5e-95,91.92,6145328,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP149965.1?report=genbank&log$=nucltop&blast_rank=48&RID=0G4E99XD016"",""CP149965.1"")"
"Pseudomonas siliginis strain OTU6ESPEB1 chromosome, complete genome",Pseudomonas siliginis,363,363,22%,5e-95,91.92,5988833,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099599.1?report=genbank&log$=nucltop&blast_rank=49&RID=0G4E99XD016"",""CP099599.1"")"
"Pseudomonas atacamensis strain B21-050 chromosome, complete genome",Pseudomonas atacamensis,363,363,22%,5e-95,91.92,5940339,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087167.1?report=genbank&log$=nucltop&blast_rank=50&RID=0G4E99XD016"",""CP087167.1"")"
"Pseudomonas fluorescens strain NCTC9428 genome assembly, chromosome: 1",Pseudomonas fluorescens,363,363,22%,5e-95,91.92,6033966,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LR134318.1?report=genbank&log$=nucltop&blast_rank=51&RID=0G4E99XD016"",""LR134318.1"")"
Pseudomonas sp. CP4 chromosome,Pseudomonas sp. CP4,363,363,22%,5e-95,91.92,5979561,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP180489.1?report=genbank&log$=nucltop&blast_rank=52&RID=0G4E99XD016"",""CP180489.1"")"
"Pseudomonas sp. LW8 chromosome, complete genome",Pseudomonas sp. LW8,363,363,22%,5e-95,91.92,5902350,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP168138.1?report=genbank&log$=nucltop&blast_rank=53&RID=0G4E99XD016"",""CP168138.1"")"
"Pseudomonas siliginis strain OTU6MONEA1 chromosome, complete genome",Pseudomonas siliginis,363,363,22%,5e-95,91.92,5918345,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099601.1?report=genbank&log$=nucltop&blast_rank=54&RID=0G4E99XD016"",""CP099601.1"")"
"Pseudomonas atacamensis strain B21-045 chromosome, complete genome",Pseudomonas atacamensis,363,363,22%,5e-95,91.92,5992133,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087171.1?report=genbank&log$=nucltop&blast_rank=55&RID=0G4E99XD016"",""CP087171.1"")"
"Pseudomonas atacamensis strain FP1761 chromosome, complete genome",Pseudomonas atacamensis,363,363,22%,5e-95,91.92,6147944,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP166911.1?report=genbank&log$=nucltop&blast_rank=56&RID=0G4E99XD016"",""CP166911.1"")"
"Pseudomonas sp. FP1762 chromosome, complete genome",Pseudomonas sp. FP1762,363,363,22%,5e-95,91.92,6084997,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP117458.1?report=genbank&log$=nucltop&blast_rank=57&RID=0G4E99XD016"",""CP117458.1"")"
"Pseudomonas koreensis strain P19E3 chromosome, complete genome",Pseudomonas koreensis,361,361,24%,2e-94,89.51,6444290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP027477.1?report=genbank&log$=nucltop&blast_rank=58&RID=0G4E99XD016"",""CP027477.1"")"
"Pseudomonas sp. S150 chromosome, complete genome",Pseudomonas sp. S150,361,361,24%,2e-94,89.51,6304843,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP038207.1?report=genbank&log$=nucltop&blast_rank=59&RID=0G4E99XD016"",""CP038207.1"")"
"Pseudomonas moraviensis strain B21-039 chromosome, complete genome",Pseudomonas moraviensis,361,361,24%,2e-94,89.51,6056657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087177.1?report=genbank&log$=nucltop&blast_rank=60&RID=0G4E99XD016"",""CP087177.1"")"
"Pseudomonas gozinkensis strain IzPS32d chromosome, complete genome",Pseudomonas gozinkensis,361,361,25%,2e-94,89.58,6563527,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP062253.1?report=genbank&log$=nucltop&blast_rank=61&RID=0G4E99XD016"",""CP062253.1"")"
"Pseudomonas moraviensis strain OTU5BARRA1 chromosome, complete genome",Pseudomonas moraviensis,361,361,24%,2e-94,89.51,5980820,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099608.1?report=genbank&log$=nucltop&blast_rank=62&RID=0G4E99XD016"",""CP099608.1"")"
Pseudomonas putida strain PgBE89 chromosome,Pseudomonas putida,361,361,24%,2e-94,89.51,6299263,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP083988.1?report=genbank&log$=nucltop&blast_rank=63&RID=0G4E99XD016"",""CP083988.1"")"
"Pseudomonas parakoreensis strain 2180 chromosome, complete genome",Pseudomonas parakoreensis,361,545,31%,2e-94,91.92,6485964,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP145317.1?report=genbank&log$=nucltop&blast_rank=64&RID=0G4E99XD016"",""CP145317.1"")"
"Pseudomonas koreensis strain FP1691 chromosome, complete genome",Pseudomonas koreensis,361,361,24%,2e-94,89.51,6304592,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP111114.1?report=genbank&log$=nucltop&blast_rank=65&RID=0G4E99XD016"",""CP111114.1"")"
"Pseudomonas laurylsulfatiphila strain B21-025 chromosome, complete genome",Pseudomonas laurylsulfatiphila,361,361,25%,2e-94,88.89,6589951,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087188.1?report=genbank&log$=nucltop&blast_rank=66&RID=0G4E99XD016"",""CP087188.1"")"
"Pseudomonas allokribbensis strain IzPS23 chromosome, complete genome",Pseudomonas allokribbensis,361,361,22%,2e-94,91.60,6565027,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP062252.1?report=genbank&log$=nucltop&blast_rank=67&RID=0G4E99XD016"",""CP062252.1"")"
"Pseudomonas moraviensis strain BS3668 genome assembly, chromosome: I",Pseudomonas moraviensis,361,361,24%,2e-94,89.51,6092541,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629788.1?report=genbank&log$=nucltop&blast_rank=68&RID=0G4E99XD016"",""LT629788.1"")"
"Pseudomonas sp. IzPS59 chromosome, complete genome",Pseudomonas sp. IzPS59,361,361,22%,2e-94,91.60,6381635,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP062251.1?report=genbank&log$=nucltop&blast_rank=69&RID=0G4E99XD016"",""CP062251.1"")"
"Pseudomonas eucalypticola strain NP-1 chromosome, complete genome",Pseudomonas eucalypticola,359,359,22%,6e-94,91.86,6372924,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP056030.1?report=genbank&log$=nucltop&blast_rank=70&RID=0G4E99XD016"",""CP056030.1"")"
Pseudomonas atacamensis strain 200B-1 chromosome,Pseudomonas atacamensis,357,357,22%,2e-93,91.54,5993012,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP137078.1?report=genbank&log$=nucltop&blast_rank=71&RID=0G4E99XD016"",""CP137078.1"")"
"Pseudomonas siliginis strain OTU6MONTID1 chromosome, complete genome",Pseudomonas siliginis,357,357,22%,2e-93,91.54,5915411,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099602.1?report=genbank&log$=nucltop&blast_rank=72&RID=0G4E99XD016"",""CP099602.1"")"
"Pseudomonas atacamensis strain GZ-3 chromosome, complete genome",Pseudomonas atacamensis,357,357,22%,2e-93,91.54,6067391,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP160044.1?report=genbank&log$=nucltop&blast_rank=73&RID=0G4E99XD016"",""CP160044.1"")"
"Pseudomonas siliginis strain P chromosome, complete genome",Pseudomonas siliginis,357,357,22%,2e-93,91.54,5978894,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP173722.1?report=genbank&log$=nucltop&blast_rank=74&RID=0G4E99XD016"",""CP173722.1"")"
"Pseudomonas atacamensis strain GY-AP11 chromosome, complete genome",Pseudomonas atacamensis,357,357,22%,2e-93,91.54,6114505,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP157354.1?report=genbank&log$=nucltop&blast_rank=75&RID=0G4E99XD016"",""CP157354.1"")"
"Pseudomonas moraviensis strain EFBE32 chromosome, complete genome",Pseudomonas moraviensis,355,355,24%,8e-93,89.16,6030129,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP107544.1?report=genbank&log$=nucltop&blast_rank=76&RID=0G4E99XD016"",""CP107544.1"")"
"Pseudomonas moraviensis strain OTU5MASSA1 chromosome, complete genome",Pseudomonas moraviensis,355,355,24%,8e-93,89.16,6004654,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099609.1?report=genbank&log$=nucltop&blast_rank=77&RID=0G4E99XD016"",""CP099609.1"")"
"Pseudomonas silvicola strain T1-3-2 chromosome, complete genome",Pseudomonas silvicola,355,355,25%,8e-93,89.00,7613303,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP093280.1?report=genbank&log$=nucltop&blast_rank=78&RID=0G4E99XD016"",""CP093280.1"")"
"Pseudomonas koreensis strain CRS05-R5 chromosome, complete genome",Pseudomonas koreensis,355,355,24%,8e-93,89.16,5991225,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP015852.1?report=genbank&log$=nucltop&blast_rank=79&RID=0G4E99XD016"",""CP015852.1"")"
"Pseudomonas moraviensis strain OTU5VILLAA1 chromosome, complete genome",Pseudomonas moraviensis,355,355,24%,8e-93,89.16,5969148,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099610.1?report=genbank&log$=nucltop&blast_rank=80&RID=0G4E99XD016"",""CP099610.1"")"
"Pseudomonas koreensis strain BS3658 genome assembly, chromosome: I",Pseudomonas koreensis,355,355,24%,8e-93,89.16,6123913,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629687.1?report=genbank&log$=nucltop&blast_rank=81&RID=0G4E99XD016"",""LT629687.1"")"
"Pseudomonas sp. HN2 chromosome, complete genome",Pseudomonas sp. HN2,355,355,24%,8e-93,89.16,6075971,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP085885.1?report=genbank&log$=nucltop&blast_rank=82&RID=0G4E99XD016"",""CP085885.1"")"
"Pseudomonas hamedanensis strain SWRI65 chromosome, complete genome",Pseudomonas hamedanensis,351,351,22%,1e-91,91.15,6045338,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP077091.1?report=genbank&log$=nucltop&blast_rank=83&RID=0G4E99XD016"",""CP077091.1"")"
"Pseudomonas sp. B21128 chromosome, complete genome",Pseudomonas sp. B21128,351,351,22%,1e-91,91.15,6021442,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP162590.1?report=genbank&log$=nucltop&blast_rank=84&RID=0G4E99XD016"",""CP162590.1"")"
"Pseudomonas siliginis strain B21-063 chromosome, complete genome",Pseudomonas siliginis,351,351,22%,1e-91,91.15,5985209,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087186.1?report=genbank&log$=nucltop&blast_rank=85&RID=0G4E99XD016"",""CP087186.1"")"
"Pseudomonas siliginis strain OTU6BAGNBB1 chromosome, complete genome",Pseudomonas siliginis,351,351,22%,1e-91,91.15,6005098,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099596.1?report=genbank&log$=nucltop&blast_rank=86&RID=0G4E99XD016"",""CP099596.1"")"
"Pseudomonas siliginis strain OTU6MEDAA1 chromosome, complete genome",Pseudomonas siliginis,351,351,22%,1e-91,91.15,5986784,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099600.1?report=genbank&log$=nucltop&blast_rank=87&RID=0G4E99XD016"",""CP099600.1"")"
"Pseudomonas fluorescens strain LBUM677 chromosome, complete genome",Pseudomonas fluorescens,350,350,24%,4e-91,88.81,6140320,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP038438.1?report=genbank&log$=nucltop&blast_rank=88&RID=0G4E99XD016"",""CP038438.1"")"
"Pseudomonas sp. SW-3 chromosome, complete genome",Pseudomonas sp. SW-3,350,350,25%,4e-91,88.85,6538059,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP067098.1?report=genbank&log$=nucltop&blast_rank=89&RID=0G4E99XD016"",""CP067098.1"")"
"Pseudomonas sp. SG20052 chromosome, complete genome",Pseudomonas sp. SG20052,350,350,25%,4e-91,88.85,6812143,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP134498.1?report=genbank&log$=nucltop&blast_rank=90&RID=0G4E99XD016"",""CP134498.1"")"
"Pseudomonas sp. 31-12 chromosome, complete genome",Pseudomonas sp. 31-12,350,350,25%,4e-91,88.85,6730253,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP029482.1?report=genbank&log$=nucltop&blast_rank=91&RID=0G4E99XD016"",""CP029482.1"")"
