Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Pseudomonas sp. 29A chromosome, complete genome",Pseudomonas sp. 29A,473,473,24%,3e-128,92.71,6775260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP059738.1?report=genbank&log$=nucltop&blast_rank=17&RID=0G3YE1AR016"",""CP059738.1"")"
"Pseudomonas sp. VD-NE white chromosome, complete genome",Pseudomonas sp. VD-NE white,462,462,24%,5e-125,92.10,6695895,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP134773.1?report=genbank&log$=nucltop&blast_rank=18&RID=0G3YE1AR016"",""CP134773.1"")"
"Pseudomonas sp. VD-NE ins chromosome, complete genome",Pseudomonas sp. VD-NE ins,462,462,24%,5e-125,92.10,6696054,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP134772.1?report=genbank&log$=nucltop&blast_rank=19&RID=0G3YE1AR016"",""CP134772.1"")"
"Pseudomonas sp. VD-NE ext chromosome, complete genome",Pseudomonas sp. VD-NE ext,462,462,24%,5e-125,92.10,6696047,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP134774.1?report=genbank&log$=nucltop&blast_rank=20&RID=0G3YE1AR016"",""CP134774.1"")"
"Pseudomonas sp. A34-9 chromosome, complete genome",Pseudomonas sp. A34-9,451,451,24%,1e-121,91.52,6541947,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP119967.1?report=genbank&log$=nucltop&blast_rank=21&RID=0G3YE1AR016"",""CP119967.1"")"
"Pseudomonas sp. DTU12.3 chromosome, complete genome",Pseudomonas sp. DTU12.3,399,399,21%,4e-106,92.53,6268469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP027218.1?report=genbank&log$=nucltop&blast_rank=22&RID=0G3YE1AR016"",""CP027218.1"")"
"Pseudomonas monsensis strain PGSB 8459 chromosome, complete genome",Pseudomonas monsensis,396,396,24%,6e-105,88.69,6418895,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP077087.1?report=genbank&log$=nucltop&blast_rank=23&RID=0G3YE1AR016"",""CP077087.1"")"
"Pseudomonas sp. SC3(2021) chromosome, complete genome",Pseudomonas sp. SC3(2021),390,390,24%,3e-103,88.79,6255857,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP082236.1?report=genbank&log$=nucltop&blast_rank=24&RID=0G3YE1AR016"",""CP082236.1"")"
"Pseudomonas sp. A1230 chromosome, complete genome",Pseudomonas sp. A1230,353,353,20%,3e-92,90.67,6129803,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP162582.1?report=genbank&log$=nucltop&blast_rank=25&RID=0G3YE1AR016"",""CP162582.1"")"
Pseudomonas serboccidentalis strain IT-P374 chromosome,Pseudomonas serboccidentalis,350,350,24%,4e-91,85.89,5997322,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP101655.1?report=genbank&log$=nucltop&blast_rank=26&RID=0G3YE1AR016"",""CP101655.1"")"
"Pseudomonas sp. H22_DOA chromosome, complete genome",Pseudomonas sp. H22_DOA,348,348,21%,2e-90,88.85,5771290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP118743.1?report=genbank&log$=nucltop&blast_rank=27&RID=0G3YE1AR016"",""CP118743.1"")"
"Pseudomonas sp. A0308 chromosome, complete genome",Pseudomonas sp. A0308,348,348,20%,2e-90,90.30,6425841,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP162581.1?report=genbank&log$=nucltop&blast_rank=28&RID=0G3YE1AR016"",""CP162581.1"")"
"Pseudomonas sp. B26140 chromosome, complete genome",Pseudomonas sp. B26140,348,348,20%,2e-90,90.30,6006034,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP162596.1?report=genbank&log$=nucltop&blast_rank=29&RID=0G3YE1AR016"",""CP162596.1"")"
"Pseudomonas sp. B21128 chromosome, complete genome",Pseudomonas sp. B21128,348,348,21%,2e-90,88.85,6021442,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP162590.1?report=genbank&log$=nucltop&blast_rank=30&RID=0G3YE1AR016"",""CP162590.1"")"
"Pseudomonas sp. A1437 chromosome, complete genome",Pseudomonas sp. A1437,348,348,20%,2e-90,90.30,6425841,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP162583.1?report=genbank&log$=nucltop&blast_rank=31&RID=0G3YE1AR016"",""CP162583.1"")"
"Pseudomonas sp. NIBR-H-19 chromosome, complete genome",Pseudomonas sp. NIBR-H-19,348,348,20%,2e-90,90.30,6184379,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP089304.1?report=genbank&log$=nucltop&blast_rank=32&RID=0G3YE1AR016"",""CP089304.1"")"
"Pseudomonas koreensis strain CRS05-R5 chromosome, complete genome",Pseudomonas koreensis,339,339,24%,1e-87,85.29,5991225,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP015852.1?report=genbank&log$=nucltop&blast_rank=33&RID=0G3YE1AR016"",""CP015852.1"")"
"Pseudomonas koreensis strain BS3658 genome assembly, chromosome: I",Pseudomonas koreensis,339,339,24%,1e-87,85.29,6123913,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629687.1?report=genbank&log$=nucltop&blast_rank=34&RID=0G3YE1AR016"",""LT629687.1"")"
"Pseudomonas fluorescens strain PH.SM chromosome, complete genome",Pseudomonas fluorescens,333,333,21%,4e-86,88.26,6337385,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP128260.1?report=genbank&log$=nucltop&blast_rank=35&RID=0G3YE1AR016"",""CP128260.1"")"
"Pseudomonas sp. B21-021 chromosome, complete genome",Pseudomonas sp. B21-021,327,327,21%,2e-84,87.94,6494068,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087192.1?report=genbank&log$=nucltop&blast_rank=36&RID=0G3YE1AR016"",""CP087192.1"")"
"Pseudomonas kribbensis strain H38E-23 chromosome, complete genome",Pseudomonas kribbensis,327,327,21%,2e-84,87.90,6164383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP090355.1?report=genbank&log$=nucltop&blast_rank=37&RID=0G3YE1AR016"",""CP090355.1"")"
"Pseudomonas gozinkensis strain IzPS32d chromosome, complete genome",Pseudomonas gozinkensis,327,327,24%,2e-84,84.64,6563527,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP062253.1?report=genbank&log$=nucltop&blast_rank=38&RID=0G3YE1AR016"",""CP062253.1"")"
"Pseudomonas sp. IAC-BECa141 chromosome, complete genome",Pseudomonas sp. IAC-BECa141,327,327,21%,2e-84,87.90,6221060,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP065410.1?report=genbank&log$=nucltop&blast_rank=39&RID=0G3YE1AR016"",""CP065410.1"")"
Pseudomonas fluorescens strain NEP1 genome,Pseudomonas fluorescens,327,327,21%,2e-84,87.90,6313875,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP022313.1?report=genbank&log$=nucltop&blast_rank=40&RID=0G3YE1AR016"",""CP022313.1"")"
"Pseudomonas granadensis isolate CT364 chromosome, complete genome",Pseudomonas granadensis,327,327,20%,2e-84,88.64,6208260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP069352.1?report=genbank&log$=nucltop&blast_rank=41&RID=0G3YE1AR016"",""CP069352.1"")"
"Pseudomonas sp. 3-2 chromosome, complete genome",Pseudomonas sp. 3-2,326,326,21%,7e-84,87.37,6441476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP081200.1?report=genbank&log$=nucltop&blast_rank=42&RID=0G3YE1AR016"",""CP081200.1"")"
"Pseudomonas sp. AO-1 chromosome, complete genome",Pseudomonas sp. AO-1,322,322,24%,1e-82,84.88,6715607,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP079947.1?report=genbank&log$=nucltop&blast_rank=43&RID=0G3YE1AR016"",""CP079947.1"")"
"Pseudomonas fluorescens strain YK-310 chromosome, complete genome",Pseudomonas fluorescens,322,322,21%,1e-82,87.54,6498941,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP071797.1?report=genbank&log$=nucltop&blast_rank=44&RID=0G3YE1AR016"",""CP071797.1"")"
"Pseudomonas fluorescens Pf0-1, complete genome",Pseudomonas fluorescens Pf0-1,322,322,21%,1e-82,87.54,6438405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP000094.2?report=genbank&log$=nucltop&blast_rank=45&RID=0G3YE1AR016"",""CP000094.2"")"
"Pseudomonas sp. HS6 chromosome, complete genome",Pseudomonas sp. HS6,322,322,24%,1e-82,84.66,6547752,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP067412.1?report=genbank&log$=nucltop&blast_rank=46&RID=0G3YE1AR016"",""CP067412.1"")"
"Pseudomonas syringae isolate inb918 chromosome, complete genome",Pseudomonas syringae,322,322,21%,1e-82,87.54,6381237,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP024646.1?report=genbank&log$=nucltop&blast_rank=47&RID=0G3YE1AR016"",""CP024646.1"")"
"Pseudomonas sp. FP2196 chromosome, complete genome",Pseudomonas sp. FP2196,322,322,21%,1e-82,87.54,6237476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP117445.1?report=genbank&log$=nucltop&blast_rank=48&RID=0G3YE1AR016"",""CP117445.1"")"
"Pseudomonas fitomaticsae strain FIT81 chromosome, complete genome",Pseudomonas fitomaticsae,322,322,21%,1e-82,87.54,6492796,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP075567.1?report=genbank&log$=nucltop&blast_rank=49&RID=0G3YE1AR016"",""CP075567.1"")"
"Pseudomonas chlororaphis strain YJY915 chromosome, complete genome",Pseudomonas chlororaphis,322,322,21%,1e-82,87.54,6436664,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP113803.1?report=genbank&log$=nucltop&blast_rank=50&RID=0G3YE1AR016"",""CP113803.1"")"
"Pseudomonas sp. DR 5-09 chromosome, complete genome",Pseudomonas sp. DR 5-09,322,322,24%,1e-82,84.34,6427864,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP011566.1?report=genbank&log$=nucltop&blast_rank=51&RID=0G3YE1AR016"",""CP011566.1"")"
"Pseudomonas glycinae strain MS586 chromosome, complete genome",Pseudomonas glycinae,322,322,20%,1e-82,87.77,6396728,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP014205.2?report=genbank&log$=nucltop&blast_rank=52&RID=0G3YE1AR016"",""CP014205.2"")"
"Pseudomonas granadensis strain LMG 27940 genome assembly, chromosome: I",Pseudomonas granadensis,322,322,20%,1e-82,88.28,5943170,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629778.1?report=genbank&log$=nucltop&blast_rank=53&RID=0G3YE1AR016"",""LT629778.1"")"
"Pseudomonas sp. AN-B15 chromosome, complete genome",Pseudomonas sp. AN-B15,318,318,21%,1e-81,87.06,6301094,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP049737.1?report=genbank&log$=nucltop&blast_rank=54&RID=0G3YE1AR016"",""CP049737.1"")"
"Pseudomonas sp. Z003-0.4C(8344-21) genome assembly, chromosome: I",Pseudomonas sp. Z003-0.4C(8344-21),316,316,20%,4e-81,87.68,6113481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629756.1?report=genbank&log$=nucltop&blast_rank=55&RID=0G3YE1AR016"",""LT629756.1"")"
Pseudomonas sp. Y5-11 chromosome,Pseudomonas sp. Y5-11,316,316,24%,4e-81,84.57,6518749,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP058974.1?report=genbank&log$=nucltop&blast_rank=56&RID=0G3YE1AR016"",""CP058974.1"")"
"Pseudomonas fluorescens strain G7 chromosome, complete genome",Pseudomonas fluorescens,316,316,24%,4e-81,84.04,6336169,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP027561.1?report=genbank&log$=nucltop&blast_rank=57&RID=0G3YE1AR016"",""CP027561.1"")"
"Pseudomonas parakoreensis strain 2180 chromosome, complete genome",Pseudomonas parakoreensis,316,316,24%,4e-81,84.57,6485964,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP145317.1?report=genbank&log$=nucltop&blast_rank=58&RID=0G3YE1AR016"",""CP145317.1"")"
"Pseudomonas sp. 9.2(2024) chromosome, complete genome",Pseudomonas sp. 9.2(2024),316,316,24%,4e-81,84.04,6270960,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP155585.1?report=genbank&log$=nucltop&blast_rank=59&RID=0G3YE1AR016"",""CP155585.1"")"
"Pseudomonas sp. IzPS59 chromosome, complete genome",Pseudomonas sp. IzPS59,316,316,24%,4e-81,84.04,6381635,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP062251.1?report=genbank&log$=nucltop&blast_rank=60&RID=0G3YE1AR016"",""CP062251.1"")"
"Pseudomonas kribbensis strain XP1-6 chromosome, complete genome",Pseudomonas kribbensis,316,316,24%,4e-81,84.04,6400911,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP116235.1?report=genbank&log$=nucltop&blast_rank=61&RID=0G3YE1AR016"",""CP116235.1"")"
"Pseudomonas sp. CBSPCBW29 chromosome, complete genome",Pseudomonas sp. CBSPCBW29,315,315,20%,2e-80,87.41,7339622,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP119370.1?report=genbank&log$=nucltop&blast_rank=62&RID=0G3YE1AR016"",""CP119370.1"")"
"Pseudomonas fluorescens isolate PfAR1 genome assembly, chromosome: 1",Pseudomonas fluorescens,315,315,19%,2e-80,89.06,6251798,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LR782234.1?report=genbank&log$=nucltop&blast_rank=63&RID=0G3YE1AR016"",""LR782234.1"")"
"Pseudomonas sp. CBSPGW29 chromosome, complete genome",Pseudomonas sp. CBSPGW29,315,315,21%,2e-80,87.19,7237211,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP119367.1?report=genbank&log$=nucltop&blast_rank=64&RID=0G3YE1AR016"",""CP119367.1"")"
"Pseudomonas sp. CBSPCGW29 chromosome, complete genome",Pseudomonas sp. CBSPCGW29,315,315,21%,2e-80,87.19,7237237,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP119368.1?report=genbank&log$=nucltop&blast_rank=65&RID=0G3YE1AR016"",""CP119368.1"")"
"Pseudomonas sp. CBSPAW29 chromosome, complete genome",Pseudomonas sp. CBSPAW29,315,315,21%,2e-80,87.19,7243675,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP119369.1?report=genbank&log$=nucltop&blast_rank=66&RID=0G3YE1AR016"",""CP119369.1"")"
"Pseudomonas sp. CBS chromosome, complete genome",Pseudomonas sp. CBS,315,315,20%,2e-80,87.41,7238275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP102929.1?report=genbank&log$=nucltop&blast_rank=67&RID=0G3YE1AR016"",""CP102929.1"")"
"Pseudomonas sp. CBSPCAW29 chromosome, complete genome",Pseudomonas sp. CBSPCAW29,315,315,20%,2e-80,87.41,7236565,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP119371.1?report=genbank&log$=nucltop&blast_rank=68&RID=0G3YE1AR016"",""CP119371.1"")"
"Pseudomonas sp. CBSPBW29 chromosome, complete genome",Pseudomonas sp. CBSPBW29,315,315,21%,2e-80,87.19,7237452,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP119366.1?report=genbank&log$=nucltop&blast_rank=69&RID=0G3YE1AR016"",""CP119366.1"")"
"Pseudomonas atacamensis strain MGMM4 chromosome, complete genome",Pseudomonas atacamensis,315,315,21%,2e-80,86.76,6010765,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP123909.1?report=genbank&log$=nucltop&blast_rank=70&RID=0G3YE1AR016"",""CP123909.1"")"
"Pseudomonas allokribbensis strain IzPS23 chromosome, complete genome",Pseudomonas allokribbensis,315,315,21%,2e-80,86.71,6565027,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP062252.1?report=genbank&log$=nucltop&blast_rank=71&RID=0G3YE1AR016"",""CP062252.1"")"
"Pseudomonas sp. P8_229 chromosome, complete genome",Pseudomonas sp. P8_229,313,313,21%,6e-80,86.71,6365050,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP125378.1?report=genbank&log$=nucltop&blast_rank=72&RID=0G3YE1AR016"",""CP125378.1"")"
"Pseudomonas sp. P8_139 chromosome, complete genome",Pseudomonas sp. P8_139,313,313,21%,6e-80,87.14,6365055,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP125379.1?report=genbank&log$=nucltop&blast_rank=73&RID=0G3YE1AR016"",""CP125379.1"")"
"Pseudomonas moraviensis strain OTU5BARRA1 chromosome, complete genome",Pseudomonas moraviensis,313,313,20%,6e-80,87.55,5980820,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099608.1?report=genbank&log$=nucltop&blast_rank=74&RID=0G3YE1AR016"",""CP099608.1"")"
"Pseudomonas koreensis strain P19E3 chromosome, complete genome",Pseudomonas koreensis,311,311,24%,2e-79,84.26,6444290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP027477.1?report=genbank&log$=nucltop&blast_rank=75&RID=0G3YE1AR016"",""CP027477.1"")"
"Pseudomonas sp. S150 chromosome, complete genome",Pseudomonas sp. S150,311,311,24%,2e-79,84.26,6304843,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP038207.1?report=genbank&log$=nucltop&blast_rank=76&RID=0G3YE1AR016"",""CP038207.1"")"
"Pseudomonas fluorescens strain LBUM677 chromosome, complete genome",Pseudomonas fluorescens,311,311,24%,2e-79,84.26,6140320,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP038438.1?report=genbank&log$=nucltop&blast_rank=77&RID=0G3YE1AR016"",""CP038438.1"")"
Pseudomonas sp. BW7P1 chromosome,Pseudomonas sp. BW7P1,311,311,24%,2e-79,83.73,6113052,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP103374.1?report=genbank&log$=nucltop&blast_rank=78&RID=0G3YE1AR016"",""CP103374.1"")"
"Pseudomonas fluorescens strain DR397 chromosome, complete genome",Pseudomonas fluorescens,311,311,21%,2e-79,86.83,6418441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP048408.1?report=genbank&log$=nucltop&blast_rank=79&RID=0G3YE1AR016"",""CP048408.1"")"
Pseudomonas putida strain PgBE89 chromosome,Pseudomonas putida,311,311,24%,2e-79,84.26,6299263,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP083988.1?report=genbank&log$=nucltop&blast_rank=80&RID=0G3YE1AR016"",""CP083988.1"")"
"Pseudomonas koreensis strain FP1691 chromosome, complete genome",Pseudomonas koreensis,311,311,24%,2e-79,84.26,6304592,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP111114.1?report=genbank&log$=nucltop&blast_rank=81&RID=0G3YE1AR016"",""CP111114.1"")"
"Pseudomonas atacamensis strain B21-050 chromosome, complete genome",Pseudomonas atacamensis,309,309,21%,7e-79,86.41,5940339,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087167.1?report=genbank&log$=nucltop&blast_rank=82&RID=0G3YE1AR016"",""CP087167.1"")"
"Pseudomonas sp. Stari2 chromosome, complete genome",Pseudomonas sp. Stari2,309,309,21%,7e-79,86.36,6310573,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099760.1?report=genbank&log$=nucltop&blast_rank=83&RID=0G3YE1AR016"",""CP099760.1"")"
"Pseudomonas sp. Seg1 DNA, complete genome",Pseudomonas sp. Seg1,309,309,24%,7e-79,83.69,6625535,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AP021903.1?report=genbank&log$=nucltop&blast_rank=84&RID=0G3YE1AR016"",""AP021903.1"")"
"Pseudomonas kribbensis strain 46-2 chromosome, complete genome",Pseudomonas kribbensis,305,305,24%,1e-77,83.38,6324282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP029608.1?report=genbank&log$=nucltop&blast_rank=85&RID=0G3YE1AR016"",""CP029608.1"")"
"Pseudomonas sp. B21-051 chromosome, complete genome",Pseudomonas sp. B21-051,305,305,24%,1e-77,83.95,6046332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087166.1?report=genbank&log$=nucltop&blast_rank=86&RID=0G3YE1AR016"",""CP087166.1"")"
"Pseudomonas koreensis strain BM06 chromosome, complete genome",Pseudomonas koreensis,305,305,24%,1e-77,83.95,6093942,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP155621.1?report=genbank&log$=nucltop&blast_rank=87&RID=0G3YE1AR016"",""CP155621.1"")"
"Pseudomonas atacamensis strain SM1 chromosome, complete genome",Pseudomonas atacamensis,303,303,21%,3e-77,86.06,5909586,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP070503.1?report=genbank&log$=nucltop&blast_rank=88&RID=0G3YE1AR016"",""CP070503.1"")"
"Pseudomonas sp. B10 genome assembly, chromosome: I",Pseudomonas sp. B10,303,303,21%,3e-77,86.06,5897393,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT707063.1?report=genbank&log$=nucltop&blast_rank=89&RID=0G3YE1AR016"",""LT707063.1"")"
Pseudomonas atacamensis strain 200B-1 chromosome,Pseudomonas atacamensis,303,303,21%,3e-77,86.06,5993012,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP137078.1?report=genbank&log$=nucltop&blast_rank=90&RID=0G3YE1AR016"",""CP137078.1"")"
"Pseudomonas sp. 31-12 chromosome, complete genome",Pseudomonas sp. 31-12,303,303,24%,3e-77,83.80,6730253,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP029482.1?report=genbank&log$=nucltop&blast_rank=91&RID=0G3YE1AR016"",""CP029482.1"")"
